drug pairs 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00601    object:Paroxetine precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00783-http://bio2rdf.org/drugbank:DB00564    object:Carbamazepine precipitant: Estradiol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00580    object:Valdecoxib precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00811-http://bio2rdf.org/drugbank:DB00900    object:Ribavirin precipitant: DIDANOSINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00584    object:Enalapril precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01215-http://bio2rdf.org/drugbank:DB00921    object:Buprenorphine precipitant: ESTAZOLAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: PRIMIDONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB01115    object:NIFEDIPINE precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01115    object:RIFAMPICIN precipitant: NIFEDIPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01059-http://bio2rdf.org/drugbank:DB01593    object:Zinc precipitant: Norfloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01258-http://bio2rdf.org/drugbank:DB00091    object:CYCLOSPORINE precipitant: Aliskiren 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00582    object:RIFAMPICIN precipitant: Voriconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00615    object:Ritonavir precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00796    object:CANDESARTAN precipitant: Spironolactone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00862-http://bio2rdf.org/drugbank:DB01264    object:Vardenafil precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01345-http://bio2rdf.org/drugbank:DB08822    object:AZILSARTAN MEDOXOMIL precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00684    object:Furosemide precipitant: Tobramycin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00255-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: DIETHYLSTILBESTROL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00543-http://bio2rdf.org/drugbank:DB01175    object:AMOXAPINE precipitant: ESCITALOPRAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00636-http://bio2rdf.org/drugbank:DB08860    object:PITAVASTATIN precipitant: Clofibrate 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB01242    object:Paroxetine precipitant: CLOMIPRAMINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00497    object:Oxycodone precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00496    object:Ritonavir precipitant: Darifenacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00636-http://bio2rdf.org/drugbank:DB00641    object:SIMVASTATIN precipitant: Clofibrate 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00177-http://bio2rdf.org/drugbank:DB00421    object:Valsartan precipitant: Spironolactone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01033-http://bio2rdf.org/drugbank:DB00244    object:MERCAPTOPURINE precipitant: MESALAZINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB00476    object:Tamoxifen precipitant: Duloxetine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Diltiazem 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB01174    object:PHENOBARBITAL precipitant: Fosamprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00819    object:ACETAZOLAMIDE precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: NORETHINDRONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB05291    object:LIDOCAINE PATCH precipitant: Dofetilide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB06772    object:Cabazitaxel precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00178-http://bio2rdf.org/drugbank:DB00421    object:Ramipril precipitant: Spironolactone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00812    object:PHENYLBUTAZONE precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00813    object:Carbamazepine precipitant: Fentanyl 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00820-http://bio2rdf.org/drugbank:DB01232    object:SAQUINAVIR precipitant: Tadalafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00373-http://bio2rdf.org/drugbank:DB01124    object:TIMOLOL precipitant: TOLBUTAMIDE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00641    object:SIMVASTATIN precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00482    object:Celecoxib precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01248-http://bio2rdf.org/drugbank:DB00976    object:DOCETAXEL precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00820    object:Ketoconazole precipitant: Tadalafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB00384    object:Triamterene precipitant: Irbesartan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB00196    object:Fluconazole precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00448-http://bio2rdf.org/drugbank:DB04868    object:Lansoprazole precipitant: Nilotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00887-http://bio2rdf.org/drugbank:DB00479    object:Bumetanide precipitant: Amikacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00489-http://bio2rdf.org/drugbank:DB01059    object:Sotalol precipitant: Norfloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01098-http://bio2rdf.org/drugbank:DB00503    object:Rosuvastatin precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00726-http://bio2rdf.org/drugbank:DB06204    object:TAPENTADOL precipitant: Trimipramine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00457-http://bio2rdf.org/drugbank:DB00862    object:Prazosin precipitant: Vardenafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01394-http://bio2rdf.org/drugbank:DB00932    object:TIPRANAVIR precipitant: COLCHICINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00247-http://bio2rdf.org/drugbank:DB00701    object:METHYSERGIDE precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01241-http://bio2rdf.org/drugbank:DB01098    object:Rosuvastatin precipitant: Gemfibrozil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00273-http://bio2rdf.org/drugbank:DB00313    object:Valproic Acid precipitant: Topiramate 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00564    object:CLARITHROMYCIN precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00988-http://bio2rdf.org/drugbank:DB00601    object:DOPAMINE precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00303-http://bio2rdf.org/drugbank:DB00313    object:Ertapenem precipitant: Valproic Acid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB07191    object:CLARITHROMYCIN precipitant: 4-({6-AMINO-5-BROMO-2-[(4-CYANOPHENYL)AMINO]PYRIMIDIN-4-YL}OXY)-3,5-DIMETHYLBENZONITRILE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00400    object:ETHINYL ESTRADIOL precipitant: Griseofulvin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06589-http://bio2rdf.org/drugbank:DB00976    object:Pazopanib precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00813    object:TELITHROMYCIN precipitant: Fentanyl 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00321    object:Amitriptyline precipitant: ESCITALOPRAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06713-http://bio2rdf.org/drugbank:DB01045    object:NORELGESTROMIN precipitant: RIFAMPICIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB01264    object:Carbamazepine precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00458    object:Imipramine precipitant: ESCITALOPRAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00701-http://bio2rdf.org/drugbank:DB00820    object:Tadalafil precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00684-http://bio2rdf.org/drugbank:DB01337    object:Tobramycin precipitant: Pancuronium 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01023-http://bio2rdf.org/drugbank:DB00489    object:Sotalol precipitant: Felodipine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00700-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: Eplerenone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00796-http://bio2rdf.org/drugbank:DB01345    object:CANDESARTAN precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00450-http://bio2rdf.org/drugbank:DB00204    object:Droperidol precipitant: Dofetilide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01345-http://bio2rdf.org/drugbank:DB00722    object:LISINOPRIL precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00862-http://bio2rdf.org/drugbank:DB01319    object:Vardenafil precipitant: Fosamprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00695    object:Furosemide precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00529    object:CYCLOSPORINE precipitant: FOSCARNET 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00993-http://bio2rdf.org/drugbank:DB00244    object:Azathioprine precipitant: MESALAZINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01137-http://bio2rdf.org/drugbank:DB01593    object:Zinc precipitant: LEVOFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: SAQUINAVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00877    object:SIROLIMUS precipitant: CLARITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB00199    object:Moxifloxacin precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00315-http://bio2rdf.org/drugbank:DB00601    object:Zolmitriptan precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01223    object:PHENYTOIN precipitant: AMINOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB01268    object:Sunitinib precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00277    object:THEOPHYLLINE precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00584-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: Enalapril 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00495-http://bio2rdf.org/drugbank:DB00313    object:Valproic Acid precipitant: ZIDOVUDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00957-http://bio2rdf.org/drugbank:DB00564    object:Norgestimate precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00479-http://bio2rdf.org/drugbank:DB00369    object:CIDOFOVIR precipitant: Amikacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB01115    object:NIFEDIPINE precipitant: CLARITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB01264    object:PHENOBARBITAL precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00683    object:MIDAZOLAM precipitant: Fluconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00850    object:Paroxetine precipitant: Perphenazine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB04835    object:Voriconazole precipitant: MARAVIROC 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00530    object:Erlotinib precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB00537    object:CIPROFLOXACIN precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Verapamil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB06713    object:NORELGESTROMIN precipitant: PHENYTOIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00519    object:Trandolapril precipitant: Spironolactone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB01072    object:MIDAZOLAM precipitant: Atazanavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00908    object:CLARITHROMYCIN precipitant: QUINIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00993-http://bio2rdf.org/drugbank:DB01250    object:Olsalazine precipitant: Azathioprine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00918    object:Paroxetine precipitant: Almotriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01259-http://bio2rdf.org/drugbank:DB00564    object:Carbamazepine precipitant: Lapatinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01337-http://bio2rdf.org/drugbank:DB00955    object:NETILMICIN precipitant: Pancuronium 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00214-http://bio2rdf.org/drugbank:DB00204    object:Torasemide precipitant: Dofetilide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00542-http://bio2rdf.org/drugbank:DB00421    object:Benazepril precipitant: Spironolactone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01137-http://bio2rdf.org/drugbank:DB00635    object:Prednisone precipitant: LEVOFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01601-http://bio2rdf.org/drugbank:DB00820    object:Lopinavir precipitant: Tadalafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Erlotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00788    object:NAPROXEN precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB01060    object:AMOXICILLIN precipitant: Allopurinol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01115-http://bio2rdf.org/drugbank:DB00501    object:NIFEDIPINE precipitant: Cimetidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00864    object:Voriconazole precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01098-http://bio2rdf.org/drugbank:DB00701    object:Rosuvastatin precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00864    object:RIFAMPICIN precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00492-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: FOSINOPRIL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00955-http://bio2rdf.org/drugbank:DB01339    object:Vecuronium precipitant: NETILMICIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00860    object:RIFAMPICIN precipitant: Prednisolone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00957-http://bio2rdf.org/drugbank:DB00701    object:Norgestimate precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB04835    object:PRIMIDONE precipitant: MARAVIROC 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00661    object:Carbamazepine precipitant: Verapamil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00900    object:DIDANOSINE precipitant: Allopurinol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00700    object:Eplerenone precipitant: CLARITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01254-http://bio2rdf.org/drugbank:DB00736    object:DASATINIB precipitant: ESOMEPRAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00741-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: HYDROCORTISONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB06287    object:SAQUINAVIR precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00887-http://bio2rdf.org/drugbank:DB00492    object:FOSINOPRIL precipitant: Bumetanide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00813    object:PHENYTOIN precipitant: Fentanyl 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00317    object:RIFAMPICIN precipitant: Gefitinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01098-http://bio2rdf.org/drugbank:DB01319    object:Rosuvastatin precipitant: Fosamprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00434-http://bio2rdf.org/drugbank:DB00715    object:Paroxetine precipitant: Cyproheptadine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB00343    object:Dofetilide precipitant: Diltiazem 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00482-http://bio2rdf.org/drugbank:DB00749    object:Etodolac precipitant: Celecoxib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00275-http://bio2rdf.org/drugbank:DB00421    object:Spironolactone precipitant: Olmesartan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB01248    object:Voriconazole precipitant: DOCETAXEL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00467-http://bio2rdf.org/drugbank:DB00277    object:Enoxacin precipitant: THEOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01039    object:Fenofibrate precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00479-http://bio2rdf.org/drugbank:DB00202    object:SUCCINYLCHOLINE precipitant: Amikacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB00635    object:Moxifloxacin precipitant: Prednisone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06201-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: RUFINAMIDE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB08822    object:Spironolactone precipitant: AZILSARTAN MEDOXOMIL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00479-http://bio2rdf.org/drugbank:DB00695    object:Furosemide precipitant: Amikacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00655-http://bio2rdf.org/drugbank:DB00564    object:Estrone precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
