id	affectingdrug	affectingatc	affecteddrug	affectedatc	effect	significance	evidence	comment
3923	SALICYLATES	N02BA04	NITROGLYCERIN	C01DA20	A	1	P	
3924	SALICYLATES	N02BA04	NITROGLYCERIN	C01DA58	A	1	P	
3925	SALICYLATES	N02BA08	NITROGLYCERIN	C01DA02	A	1	P	
3926	SALICYLATES	N02BA08	NITROGLYCERIN	C01DA08	A	1	P	
3927	SALICYLATES	N02BA08	NITROGLYCERIN	C01DA14	A	1	P	
3928	SALICYLATES	N02BA08	NITROGLYCERIN	C01DA20	A	1	P	
3929	SALICYLATES	N02BA08	NITROGLYCERIN	C01DA58	A	1	P	
3930	SALICYLATES	N02BA12	NITROGLYCERIN	C01DA02	A	1	P	
3931	SALICYLATES	N02BA12	NITROGLYCERIN	C01DA08	A	1	P	
3932	SALICYLATES	N02BA12	NITROGLYCERIN	C01DA14	A	1	P	
3933	SALICYLATES	N02BA12	NITROGLYCERIN	C01DA20	A	1	P	
3934	SALICYLATES	N02BA12	NITROGLYCERIN	C01DA58	A	1	P	
3935	SALICYLATES	N02BA16	NITROGLYCERIN	C01DA02	A	1	P	
3936	SALICYLATES	N02BA16	NITROGLYCERIN	C01DA08	A	1	P	
3937	SALICYLATES	N02BA16	NITROGLYCERIN	C01DA14	A	1	P	
3938	SALICYLATES	N02BA16	NITROGLYCERIN	C01DA20	A	1	P	
3939	SALICYLATES	N02BA16	NITROGLYCERIN	C01DA58	A	1	P	
3940	SALICYLATES	N02BA51	NITROGLYCERIN	C01DA02	A	1	P	
3941	SALICYLATES	N02BA51	NITROGLYCERIN	C01DA08	A	1	P	
3942	SALICYLATES	N02BA51	NITROGLYCERIN	C01DA14	A	1	P	
3943	SALICYLATES	N02BA51	NITROGLYCERIN	C01DA20	A	1	P	
3944	SALICYLATES	N02BA51	NITROGLYCERIN	C01DA58	A	1	P	
3945	SALICYLATES	N02BA71	NITROGLYCERIN	C01DA02	A	1	P	
3946	SALICYLATES	N02BA71	NITROGLYCERIN	C01DA08	A	1	P	
3947	SALICYLATES	N02BA71	NITROGLYCERIN	C01DA14	A	1	P	
3948	SALICYLATES	N02BA71	NITROGLYCERIN	C01DA20	A	1	P	
3949	SALICYLATES	N02BA71	NITROGLYCERIN	C01DA58	A	1	P	
3950	SALICYLATES	P02DA	NITROGLYCERIN	C01DA02	A	1	P	
3951	SALICYLATES	P02DA	NITROGLYCERIN	C01DA08	A	1	P	
3952	SALICYLATES	P02DA	NITROGLYCERIN	C01DA14	A	1	P	
3953	SALICYLATES	P02DA	NITROGLYCERIN	C01DA20	A	1	P	
3954	SALICYLATES	P02DA	NITROGLYCERIN	C01DA58	A	1	P	
3955	SALICYLATES	S01BC08	NITROGLYCERIN	C01DA02	A	1	P	
3956	SALICYLATES	S01BC08	NITROGLYCERIN	C01DA08	A	1	P	
3957	SALICYLATES	S01BC08	NITROGLYCERIN	C01DA14	A	1	P	
3958	SALICYLATES	S01BC08	NITROGLYCERIN	C01DA20	A	1	P	
3959	SALICYLATES	S01BC08	NITROGLYCERIN	C01DA58	A	1	P	
3960	SALICYLATES	J04AA01	NSAIDS	S01BC	I	1	 	
3961	SALICYLATES	J04AA01	NSAIDS	M01A	I	1	 	
3962	SALICYLATES	J04AA02	NSAIDS	S01BC	I	1	 	
3963	SALICYLATES	J04AA02	NSAIDS	M01A	I	1	 	
3964	SALICYLATES	J04AA03	NSAIDS	S01BC	I	1	 	
3965	SALICYLATES	J04AA03	NSAIDS	M01A	I	1	 	
3966	SALICYLATES	N02BA	NSAIDS	S01BC	I	1	 	
3967	SALICYLATES	N02BA	NSAIDS	M01A	I	1	 	
3968	SALICYLATES	M02AC	NSAIDS	S01BC	I	1	 	
3969	SALICYLATES	M02AC	NSAIDS	M01A	I	1	 	
3970	SALICYLATES	N02BA01	NSAIDS	S01BC	I	1	 	
3971	SALICYLATES	N02BA01	NSAIDS	M01A	I	1	 	
3972	SALICYLATES	N02BA03	NSAIDS	S01BC	I	1	 	
3973	SALICYLATES	N02BA03	NSAIDS	M01A	I	1	 	
3974	SALICYLATES	N02BA04	NSAIDS	S01BC	I	1	 	
3975	SALICYLATES	N02BA04	NSAIDS	M01A	I	1	 	
3976	SALICYLATES	N02BA08	NSAIDS	S01BC	I	1	 	
3977	SALICYLATES	N02BA08	NSAIDS	M01A	I	1	 	
3978	SALICYLATES	N02BA12	NSAIDS	S01BC	I	1	 	
3979	SALICYLATES	N02BA12	NSAIDS	M01A	I	1	 	
3980	SALICYLATES	N02BA16	NSAIDS	S01BC	I	1	 	
3981	SALICYLATES	N02BA16	NSAIDS	M01A	I	1	 	
3982	SALICYLATES	N02BA51	NSAIDS	S01BC	I	1	 	
3983	SALICYLATES	N02BA51	NSAIDS	M01A	I	1	 	
3984	SALICYLATES	N02BA71	NSAIDS	S01BC	I	1	 	
3985	SALICYLATES	N02BA71	NSAIDS	M01A	I	1	 	
3986	SALICYLATES	P02DA	NSAIDS	S01BC	I	1	 	
3987	SALICYLATES	P02DA	NSAIDS	M01A	I	1	 	
3988	SALICYLATES	S01BC08	NSAIDS	S01BC	I	1	 	
3989	SALICYLATES	S01BC08	NSAIDS	M01A	I	1	 	
3990	SALICYLATES	J04AA01	DICLOFENAC	M01AB05	I	1	 	
3991	SALICYLATES	J04AA01	DICLOFENAC	M02AA15	I	1	 	
3992	SALICYLATES	J04AA01	DICLOFENAC	S01BC03	I	1	 	
3993	SALICYLATES	J04AA02	DICLOFENAC	M01AB05	I	1	 	
3994	SALICYLATES	J04AA02	DICLOFENAC	M02AA15	I	1	 	
3995	SALICYLATES	J04AA02	DICLOFENAC	S01BC03	I	1	 	
3996	SALICYLATES	J04AA03	DICLOFENAC	M01AB05	I	1	 	
3997	SALICYLATES	J04AA03	DICLOFENAC	M02AA15	I	1	 	
3998	SALICYLATES	J04AA03	DICLOFENAC	S01BC03	I	1	 	
3999	SALICYLATES	N02BA	DICLOFENAC	M01AB05	I	1	 	
4000	SALICYLATES	N02BA	DICLOFENAC	M02AA15	I	1	 	
4001	SALICYLATES	N02BA	DICLOFENAC	S01BC03	I	1	 	
4002	SALICYLATES	M02AC	DICLOFENAC	M01AB05	I	1	 	
4003	SALICYLATES	M02AC	DICLOFENAC	M02AA15	I	1	 	
4004	SALICYLATES	M02AC	DICLOFENAC	S01BC03	I	1	 	
4005	SALICYLATES	N02BA01	DICLOFENAC	M01AB05	I	1	 	
4006	SALICYLATES	N02BA01	DICLOFENAC	M02AA15	I	1	 	
4007	SALICYLATES	N02BA01	DICLOFENAC	S01BC03	I	1	 	
4008	SALICYLATES	N02BA03	DICLOFENAC	M01AB05	I	1	 	
4009	SALICYLATES	N02BA03	DICLOFENAC	M02AA15	I	1	 	
4010	SALICYLATES	N02BA03	DICLOFENAC	S01BC03	I	1	 	
4011	SALICYLATES	N02BA04	DICLOFENAC	M01AB05	I	1	 	
4012	SALICYLATES	N02BA04	DICLOFENAC	M02AA15	I	1	 	
4013	SALICYLATES	N02BA04	DICLOFENAC	S01BC03	I	1	 	
4014	SALICYLATES	N02BA08	DICLOFENAC	M01AB05	I	1	 	
4015	SALICYLATES	N02BA08	DICLOFENAC	M02AA15	I	1	 	
4016	SALICYLATES	N02BA08	DICLOFENAC	S01BC03	I	1	 	
4017	SALICYLATES	N02BA12	DICLOFENAC	M01AB05	I	1	 	
4018	SALICYLATES	N02BA12	DICLOFENAC	M02AA15	I	1	 	
4019	SALICYLATES	N02BA12	DICLOFENAC	S01BC03	I	1	 	
4020	SALICYLATES	N02BA16	DICLOFENAC	M01AB05	I	1	 	
4021	SALICYLATES	N02BA16	DICLOFENAC	M02AA15	I	1	 	
4022	SALICYLATES	N02BA16	DICLOFENAC	S01BC03	I	1	 	
4023	SALICYLATES	N02BA51	DICLOFENAC	M01AB05	I	1	 	
4024	SALICYLATES	N02BA51	DICLOFENAC	M02AA15	I	1	 	
4025	SALICYLATES	N02BA51	DICLOFENAC	S01BC03	I	1	 	
4026	SALICYLATES	N02BA71	DICLOFENAC	M01AB05	I	1	 	
4027	SALICYLATES	N02BA71	DICLOFENAC	M02AA15	I	1	 	
4028	SALICYLATES	N02BA71	DICLOFENAC	S01BC03	I	1	 	
4029	SALICYLATES	P02DA	DICLOFENAC	M01AB05	I	1	 	
4030	SALICYLATES	P02DA	DICLOFENAC	M02AA15	I	1	 	
4031	SALICYLATES	P02DA	DICLOFENAC	S01BC03	I	1	 	
4032	SALICYLATES	S01BC08	DICLOFENAC	M01AB05	I	1	 	
4033	SALICYLATES	S01BC08	DICLOFENAC	M02AA15	I	1	 	
4034	SALICYLATES	S01BC08	DICLOFENAC	S01BC03	I	1	 	
4035	SALICYLATES	J04AA01	IBUPROFIN	G02CC01	I	1	 	
4036	SALICYLATES	J04AA01	IBUPROFIN	M01AE01	I	1	 	
4037	SALICYLATES	J04AA01	IBUPROFIN	M01AE51	I	1	 	
4038	SALICYLATES	J04AA02	IBUPROFIN	G02CC01	I	1	 	
4039	SALICYLATES	J04AA02	IBUPROFIN	M01AE01	I	1	 	
4040	SALICYLATES	J04AA02	IBUPROFIN	M01AE51	I	1	 	
4041	SALICYLATES	J04AA03	IBUPROFIN	G02CC01	I	1	 	
4042	SALICYLATES	J04AA03	IBUPROFIN	M01AE01	I	1	 	
4043	SALICYLATES	J04AA03	IBUPROFIN	M01AE51	I	1	 	
4044	SALICYLATES	N02BA	IBUPROFIN	G02CC01	I	1	 	
4045	SALICYLATES	N02BA	IBUPROFIN	M01AE01	I	1	 	
4046	SALICYLATES	N02BA	IBUPROFIN	M01AE51	I	1	 	
4047	SALICYLATES	M02AC	IBUPROFIN	G02CC01	I	1	 	
4048	SALICYLATES	M02AC	IBUPROFIN	M01AE01	I	1	 	
4049	SALICYLATES	M02AC	IBUPROFIN	M01AE51	I	1	 	
4050	SALICYLATES	N02BA01	IBUPROFIN	G02CC01	I	1	 	
4051	SALICYLATES	N02BA01	IBUPROFIN	M01AE01	I	1	 	
4052	SALICYLATES	N02BA01	IBUPROFIN	M01AE51	I	1	 	
4053	SALICYLATES	N02BA03	IBUPROFIN	G02CC01	I	1	 	
4054	SALICYLATES	N02BA03	IBUPROFIN	M01AE01	I	1	 	
4055	SALICYLATES	N02BA03	IBUPROFIN	M01AE51	I	1	 	
4056	SALICYLATES	N02BA04	IBUPROFIN	G02CC01	I	1	 	
4057	SALICYLATES	N02BA04	IBUPROFIN	M01AE01	I	1	 	
4058	SALICYLATES	N02BA04	IBUPROFIN	M01AE51	I	1	 	
4059	SALICYLATES	N02BA08	IBUPROFIN	G02CC01	I	1	 	
4060	SALICYLATES	N02BA08	IBUPROFIN	M01AE01	I	1	 	
4061	SALICYLATES	N02BA08	IBUPROFIN	M01AE51	I	1	 	
4062	SALICYLATES	N02BA12	IBUPROFIN	G02CC01	I	1	 	
4063	SALICYLATES	N02BA12	IBUPROFIN	M01AE01	I	1	 	
4064	SALICYLATES	N02BA12	IBUPROFIN	M01AE51	I	1	 	
4065	SALICYLATES	N02BA16	IBUPROFIN	G02CC01	I	1	 	
4066	SALICYLATES	N02BA16	IBUPROFIN	M01AE01	I	1	 	
4067	SALICYLATES	N02BA16	IBUPROFIN	M01AE51	I	1	 	
4068	SALICYLATES	N02BA51	IBUPROFIN	G02CC01	I	1	 	
4069	SALICYLATES	N02BA51	IBUPROFIN	M01AE01	I	1	 	
4070	SALICYLATES	N02BA51	IBUPROFIN	M01AE51	I	1	 	
4071	SALICYLATES	N02BA71	IBUPROFIN	G02CC01	I	1	 	
4072	SALICYLATES	N02BA71	IBUPROFIN	M01AE01	I	1	 	
4073	SALICYLATES	N02BA71	IBUPROFIN	M01AE51	I	1	 	
4074	SALICYLATES	P02DA	IBUPROFIN	G02CC01	I	1	 	
4075	SALICYLATES	P02DA	IBUPROFIN	M01AE01	I	1	 	
4076	SALICYLATES	P02DA	IBUPROFIN	M01AE51	I	1	 	
4077	SALICYLATES	S01BC08	IBUPROFIN	G02CC01	I	1	 	
4078	SALICYLATES	S01BC08	IBUPROFIN	M01AE01	I	1	 	
4079	SALICYLATES	S01BC08	IBUPROFIN	M01AE51	I	1	 	
4080	SALICYLATES	J04AA01	INDOMETHACIN	M01AB01	I	1	 	
4081	SALICYLATES	J04AA01	INDOMETHACIN	M01AB51	I	1	 	
4082	SALICYLATES	J04AA01	INDOMETHACIN	S01BC01	I	1	 	
4083	SALICYLATES	J04AA02	INDOMETHACIN	M01AB01	I	1	 	
4084	SALICYLATES	J04AA02	INDOMETHACIN	M01AB51	I	1	 	
4085	SALICYLATES	J04AA02	INDOMETHACIN	S01BC01	I	1	 	
4086	SALICYLATES	J04AA03	INDOMETHACIN	M01AB01	I	1	 	
4087	SALICYLATES	J04AA03	INDOMETHACIN	M01AB51	I	1	 	
4088	SALICYLATES	J04AA03	INDOMETHACIN	S01BC01	I	1	 	
4089	SALICYLATES	N02BA	INDOMETHACIN	M01AB01	I	1	 	
4090	SALICYLATES	N02BA	INDOMETHACIN	M01AB51	I	1	 	
4091	SALICYLATES	N02BA	INDOMETHACIN	S01BC01	I	1	 	
4092	SALICYLATES	M02AC	INDOMETHACIN	M01AB01	I	1	 	
4093	SALICYLATES	M02AC	INDOMETHACIN	M01AB51	I	1	 	
4094	SALICYLATES	M02AC	INDOMETHACIN	S01BC01	I	1	 	
4095	SALICYLATES	N02BA01	INDOMETHACIN	M01AB01	I	1	 	
4096	SALICYLATES	N02BA01	INDOMETHACIN	M01AB51	I	1	 	
4097	SALICYLATES	N02BA01	INDOMETHACIN	S01BC01	I	1	 	
4098	SALICYLATES	N02BA03	INDOMETHACIN	M01AB01	I	1	 	
4099	SALICYLATES	N02BA03	INDOMETHACIN	M01AB51	I	1	 	
4100	SALICYLATES	N02BA03	INDOMETHACIN	S01BC01	I	1	 	
4101	SALICYLATES	N02BA04	INDOMETHACIN	M01AB01	I	1	 	
4102	SALICYLATES	N02BA04	INDOMETHACIN	M01AB51	I	1	 	
4103	SALICYLATES	N02BA04	INDOMETHACIN	S01BC01	I	1	 	
4104	SALICYLATES	N02BA08	INDOMETHACIN	M01AB01	I	1	 	
4105	SALICYLATES	N02BA08	INDOMETHACIN	M01AB51	I	1	 	
4106	SALICYLATES	N02BA08	INDOMETHACIN	S01BC01	I	1	 	
4107	SALICYLATES	N02BA12	INDOMETHACIN	M01AB01	I	1	 	
4108	SALICYLATES	N02BA12	INDOMETHACIN	M01AB51	I	1	 	
4109	SALICYLATES	N02BA12	INDOMETHACIN	S01BC01	I	1	 	
4110	SALICYLATES	N02BA16	INDOMETHACIN	M01AB01	I	1	 	
4111	SALICYLATES	N02BA16	INDOMETHACIN	M01AB51	I	1	 	
4112	SALICYLATES	N02BA16	INDOMETHACIN	S01BC01	I	1	 	
4113	SALICYLATES	N02BA51	INDOMETHACIN	M01AB01	I	1	 	
4114	SALICYLATES	N02BA51	INDOMETHACIN	M01AB51	I	1	 	
4115	SALICYLATES	N02BA51	INDOMETHACIN	S01BC01	I	1	 	
4116	SALICYLATES	N02BA71	INDOMETHACIN	M01AB01	I	1	 	
4117	SALICYLATES	N02BA71	INDOMETHACIN	M01AB51	I	1	 	
4118	SALICYLATES	N02BA71	INDOMETHACIN	S01BC01	I	1	 	
4119	SALICYLATES	P02DA	INDOMETHACIN	M01AB01	I	1	 	
4120	SALICYLATES	P02DA	INDOMETHACIN	M01AB51	I	1	 	
4121	SALICYLATES	P02DA	INDOMETHACIN	S01BC01	I	1	 	
4122	SALICYLATES	S01BC08	INDOMETHACIN	M01AB01	I	1	 	
4123	SALICYLATES	S01BC08	INDOMETHACIN	M01AB51	I	1	 	
4124	SALICYLATES	S01BC08	INDOMETHACIN	S01BC01	I	1	 	
4125	SALICYLATES	J04AA01	NAPROXEN	G02CC02	I	1	 	
4126	SALICYLATES	J04AA01	NAPROXEN	M01AE02	I	1	 	
4127	SALICYLATES	J04AA01	NAPROXEN	M02AA12	I	1	 	
4128	SALICYLATES	J04AA02	NAPROXEN	G02CC02	I	1	 	
4129	SALICYLATES	J04AA02	NAPROXEN	M01AE02	I	1	 	
4130	SALICYLATES	J04AA02	NAPROXEN	M02AA12	I	1	 	
4131	SALICYLATES	J04AA03	NAPROXEN	G02CC02	I	1	 	
4132	SALICYLATES	J04AA03	NAPROXEN	M01AE02	I	1	 	
4133	SALICYLATES	J04AA03	NAPROXEN	M02AA12	I	1	 	
4134	SALICYLATES	N02BA	NAPROXEN	G02CC02	I	1	 	
4135	SALICYLATES	N02BA	NAPROXEN	M01AE02	I	1	 	
4136	SALICYLATES	N02BA	NAPROXEN	M02AA12	I	1	 	
4137	SALICYLATES	M02AC	NAPROXEN	G02CC02	I	1	 	
4138	SALICYLATES	M02AC	NAPROXEN	M01AE02	I	1	 	
4139	SALICYLATES	M02AC	NAPROXEN	M02AA12	I	1	 	
4140	SALICYLATES	N02BA01	NAPROXEN	G02CC02	I	1	 	
4141	SALICYLATES	N02BA01	NAPROXEN	M01AE02	I	1	 	
4142	SALICYLATES	N02BA01	NAPROXEN	M02AA12	I	1	 	
4143	SALICYLATES	N02BA03	NAPROXEN	G02CC02	I	1	 	
4144	SALICYLATES	N02BA03	NAPROXEN	M01AE02	I	1	 	
4145	SALICYLATES	N02BA03	NAPROXEN	M02AA12	I	1	 	
4146	SALICYLATES	N02BA04	NAPROXEN	G02CC02	I	1	 	
4147	SALICYLATES	N02BA04	NAPROXEN	M01AE02	I	1	 	
4148	SALICYLATES	N02BA04	NAPROXEN	M02AA12	I	1	 	
4149	SALICYLATES	N02BA08	NAPROXEN	G02CC02	I	1	 	
4150	SALICYLATES	N02BA08	NAPROXEN	M01AE02	I	1	 	
4151	SALICYLATES	N02BA08	NAPROXEN	M02AA12	I	1	 	
4152	SALICYLATES	N02BA12	NAPROXEN	G02CC02	I	1	 	
4153	SALICYLATES	N02BA12	NAPROXEN	M01AE02	I	1	 	
4154	SALICYLATES	N02BA12	NAPROXEN	M02AA12	I	1	 	
4155	SALICYLATES	N02BA16	NAPROXEN	G02CC02	I	1	 	
4156	SALICYLATES	N02BA16	NAPROXEN	M01AE02	I	1	 	
4157	SALICYLATES	N02BA16	NAPROXEN	M02AA12	I	1	 	
4158	SALICYLATES	N02BA51	NAPROXEN	G02CC02	I	1	 	
4159	SALICYLATES	N02BA51	NAPROXEN	M01AE02	I	1	 	
4160	SALICYLATES	N02BA51	NAPROXEN	M02AA12	I	1	 	
4161	SALICYLATES	N02BA71	NAPROXEN	G02CC02	I	1	 	
4162	SALICYLATES	N02BA71	NAPROXEN	M01AE02	I	1	 	
4163	SALICYLATES	N02BA71	NAPROXEN	M02AA12	I	1	 	
4164	SALICYLATES	P02DA	NAPROXEN	G02CC02	I	1	 	
4165	SALICYLATES	P02DA	NAPROXEN	M01AE02	I	1	 	
4166	SALICYLATES	P02DA	NAPROXEN	M02AA12	I	1	 	
4167	SALICYLATES	S01BC08	NAPROXEN	G02CC02	I	1	 	
4168	SALICYLATES	S01BC08	NAPROXEN	M01AE02	I	1	 	
4169	SALICYLATES	S01BC08	NAPROXEN	M02AA12	I	1	 	
4170	SALICYLATES	J04AA01	OXAZEPAM	N05BA04	I	1	P	
4171	SALICYLATES	J04AA02	OXAZEPAM	N05BA04	I	1	P	
4172	SALICYLATES	J04AA03	OXAZEPAM	N05BA04	I	1	P	
4173	SALICYLATES	N02BA	OXAZEPAM	N05BA04	I	1	P	
4174	SALICYLATES	M02AC	OXAZEPAM	N05BA04	I	1	P	
4175	SALICYLATES	N02BA01	OXAZEPAM	N05BA04	I	1	P	
4176	SALICYLATES	N02BA03	OXAZEPAM	N05BA04	I	1	P	
4177	SALICYLATES	N02BA04	OXAZEPAM	N05BA04	I	1	P	
4178	SALICYLATES	N02BA08	OXAZEPAM	N05BA04	I	1	P	
4179	SALICYLATES	N02BA12	OXAZEPAM	N05BA04	I	1	P	
4180	SALICYLATES	N02BA16	OXAZEPAM	N05BA04	I	1	P	
4181	SALICYLATES	N02BA51	OXAZEPAM	N05BA04	I	1	P	
4182	SALICYLATES	N02BA71	OXAZEPAM	N05BA04	I	1	P	
4183	SALICYLATES	P02DA	OXAZEPAM	N05BA04	I	1	P	
4184	SALICYLATES	S01BC08	OXAZEPAM	N05BA04	I	1	P	
4185	SALICYLATES	J04AA01	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4186	SALICYLATES	J04AA01	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4187	SALICYLATES	J04AA01	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4188	SALICYLATES	J04AA02	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4189	SALICYLATES	J04AA02	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4190	SALICYLATES	J04AA02	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4191	SALICYLATES	J04AA03	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4192	SALICYLATES	J04AA03	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4193	SALICYLATES	J04AA03	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4194	SALICYLATES	N02BA	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4195	SALICYLATES	N02BA	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4196	SALICYLATES	N02BA	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4197	SALICYLATES	M02AC	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4198	SALICYLATES	M02AC	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4199	SALICYLATES	M02AC	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4200	SALICYLATES	N02BA01	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4201	SALICYLATES	N02BA01	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4202	SALICYLATES	N02BA01	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4203	SALICYLATES	N02BA03	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4204	SALICYLATES	N02BA03	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4205	SALICYLATES	N02BA03	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4206	SALICYLATES	N02BA04	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4207	SALICYLATES	N02BA04	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4208	SALICYLATES	N02BA04	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4209	SALICYLATES	N02BA08	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4210	SALICYLATES	N02BA08	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4211	SALICYLATES	N02BA08	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4212	SALICYLATES	N02BA12	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4213	SALICYLATES	N02BA12	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4214	SALICYLATES	N02BA12	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4215	SALICYLATES	N02BA16	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4216	SALICYLATES	N02BA16	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4217	SALICYLATES	N02BA16	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4218	SALICYLATES	N02BA51	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4219	SALICYLATES	N02BA51	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4220	SALICYLATES	N02BA51	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4221	SALICYLATES	N02BA71	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4222	SALICYLATES	N02BA71	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4223	SALICYLATES	N02BA71	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4224	SALICYLATES	P02DA	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4225	SALICYLATES	P02DA	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4226	SALICYLATES	P02DA	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4227	SALICYLATES	S01BC08	PENICILLINS	J01C	A	1	 	With high doses of aspirin (3g/day)
4228	SALICYLATES	S01BC08	PENICILLINS	J01RA01	A	1	 	With high doses of aspirin (3g/day)
4229	SALICYLATES	S01BC08	PENICILLINS	S01AA14	A	1	 	With high doses of aspirin (3g/day)
4230	SALICYLATES	J04AA01	AMOXICILLIN	J01CA04	A	1	 	
4231	SALICYLATES	J04AA02	AMOXICILLIN	J01CA04	A	1	 	
4232	SALICYLATES	J04AA03	AMOXICILLIN	J01CA04	A	1	 	
4233	SALICYLATES	N02BA	AMOXICILLIN	J01CA04	A	1	 	
4234	SALICYLATES	M02AC	AMOXICILLIN	J01CA04	A	1	 	
4235	SALICYLATES	N02BA01	AMOXICILLIN	J01CA04	A	1	 	
4236	SALICYLATES	N02BA03	AMOXICILLIN	J01CA04	A	1	 	
4237	SALICYLATES	N02BA04	AMOXICILLIN	J01CA04	A	1	 	
4238	SALICYLATES	N02BA08	AMOXICILLIN	J01CA04	A	1	 	
4239	SALICYLATES	N02BA12	AMOXICILLIN	J01CA04	A	1	 	
4240	SALICYLATES	N02BA16	AMOXICILLIN	J01CA04	A	1	 	
4241	SALICYLATES	N02BA51	AMOXICILLIN	J01CA04	A	1	 	
4242	SALICYLATES	N02BA71	AMOXICILLIN	J01CA04	A	1	 	
4243	SALICYLATES	P02DA	AMOXICILLIN	J01CA04	A	1	 	
4244	SALICYLATES	S01BC08	AMOXICILLIN	J01CA04	A	1	 	
4245	SALICYLATES	J04AA01	AMPICILLIN	J01CA01	A	1	 	
4246	SALICYLATES	J04AA01	AMPICILLIN	S01AA19	A	1	 	
4247	SALICYLATES	J04AA02	AMPICILLIN	J01CA01	A	1	 	
4248	SALICYLATES	J04AA02	AMPICILLIN	S01AA19	A	1	 	
4249	SALICYLATES	J04AA03	AMPICILLIN	J01CA01	A	1	 	
4250	SALICYLATES	J04AA03	AMPICILLIN	S01AA19	A	1	 	
4251	SALICYLATES	N02BA	AMPICILLIN	J01CA01	A	1	 	
4252	SALICYLATES	N02BA	AMPICILLIN	S01AA19	A	1	 	
4253	SALICYLATES	M02AC	AMPICILLIN	J01CA01	A	1	 	
4254	SALICYLATES	M02AC	AMPICILLIN	S01AA19	A	1	 	
4255	SALICYLATES	N02BA01	AMPICILLIN	J01CA01	A	1	 	
4256	SALICYLATES	N02BA01	AMPICILLIN	S01AA19	A	1	 	
4257	SALICYLATES	N02BA03	AMPICILLIN	J01CA01	A	1	 	
4258	SALICYLATES	N02BA03	AMPICILLIN	S01AA19	A	1	 	
4259	SALICYLATES	N02BA04	AMPICILLIN	J01CA01	A	1	 	
4260	SALICYLATES	N02BA04	AMPICILLIN	S01AA19	A	1	 	
4261	SALICYLATES	N02BA08	AMPICILLIN	J01CA01	A	1	 	
4262	SALICYLATES	N02BA08	AMPICILLIN	S01AA19	A	1	 	
4263	SALICYLATES	N02BA12	AMPICILLIN	J01CA01	A	1	 	
4264	SALICYLATES	N02BA12	AMPICILLIN	S01AA19	A	1	 	
4265	SALICYLATES	N02BA16	AMPICILLIN	J01CA01	A	1	 	
4266	SALICYLATES	N02BA16	AMPICILLIN	S01AA19	A	1	 	
