Drug 1 ATC Code	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 ATC Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
J04AB02	RIFAMPICIN	9384			B01AC24	TICAGRELOR	1116632			ANSM	445-RIFAMPICIN.html	Large decrease of the plasma concentrations of ticagrelor due to increase of its hepatic metabolism by the rifampicin, with risk of decrease of the therapeutic effect. 	Not recommended	
J04AM02	RIFAMPICIN	9384			B01AC24	TICAGRELOR	1116632			ANSM	445-RIFAMPICIN.html	Large decrease of the plasma concentrations of ticagrelor due to increase of its hepatic metabolism by the rifampicin, with risk of decrease of the therapeutic effect. 	Not recommended	
J04AM05	RIFAMPICIN	9384			B01AC24	TICAGRELOR	1116632			ANSM	445-RIFAMPICIN.html	Large decrease of the plasma concentrations of ticagrelor due to increase of its hepatic metabolism by the rifampicin, with risk of decrease of the therapeutic effect. 	Not recommended	
J04AM06	RIFAMPICIN	9384			B01AC24	TICAGRELOR	1116632			ANSM	445-RIFAMPICIN.html	Large decrease of the plasma concentrations of ticagrelor due to increase of its hepatic metabolism by the rifampicin, with risk of decrease of the therapeutic effect. 	Not recommended	
J04AB02	RIFAMPICIN	9384			G03AD02	ULIPRISTAL	1005921			ANSM	445-RIFAMPICIN.html	Risk of decrease of the effect of the ulipristal, due to increase of its hepatic metabolism by the inducer.	Not recommended	Choose a therapeutic alternative that is little or not at all metabolized.
J04AM02	RIFAMPICIN	9384			G03AD02	ULIPRISTAL	1005921			ANSM	445-RIFAMPICIN.html	Risk of decrease of the effect of the ulipristal, due to increase of its hepatic metabolism by the inducer.	Not recommended	Choose a therapeutic alternative that is little or not at all metabolized.
J04AM05	RIFAMPICIN	9384			G03AD02	ULIPRISTAL	1005921			ANSM	445-RIFAMPICIN.html	Risk of decrease of the effect of the ulipristal, due to increase of its hepatic metabolism by the inducer.	Not recommended	Choose a therapeutic alternative that is little or not at all metabolized.
J04AM06	RIFAMPICIN	9384			G03AD02	ULIPRISTAL	1005921			ANSM	445-RIFAMPICIN.html	Risk of decrease of the effect of the ulipristal, due to increase of its hepatic metabolism by the inducer.	Not recommended	Choose a therapeutic alternative that is little or not at all metabolized.
J04AB02	RIFAMPICIN	9384						VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0	ANSM	445-RIFAMPICIN.html	Risk of onset of convulsive crises, due to increase of the hepatic metabolism of the valproate by the rifampicin	Precaution for use	Clinical monitoring and laboratory tests, and possible adjustment of the dosage of the anticonvulsant during the treatment with the rifampicin and after it is stopped. 
J04AM02	RIFAMPICIN	9384						VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0	ANSM	445-RIFAMPICIN.html	Risk of onset of convulsive crises, due to increase of the hepatic metabolism of the valproate by the rifampicin	Precaution for use	Clinical monitoring and laboratory tests, and possible adjustment of the dosage of the anticonvulsant during the treatment with the rifampicin and after it is stopped. 
J04AM05	RIFAMPICIN	9384						VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0	ANSM	445-RIFAMPICIN.html	Risk of onset of convulsive crises, due to increase of the hepatic metabolism of the valproate by the rifampicin	Precaution for use	Clinical monitoring and laboratory tests, and possible adjustment of the dosage of the anticonvulsant during the treatment with the rifampicin and after it is stopped. 
J04AM06	RIFAMPICIN	9384						VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0	ANSM	445-RIFAMPICIN.html	Risk of onset of convulsive crises, due to increase of the hepatic metabolism of the valproate by the rifampicin	Precaution for use	Clinical monitoring and laboratory tests, and possible adjustment of the dosage of the anticonvulsant during the treatment with the rifampicin and after it is stopped. 
J04AB02	RIFAMPICIN	9384			J02AC03	VORICONAZOLE	121243			ANSM	445-RIFAMPICIN.html	Large decrease of the plasma concentrations of the voriconazole with risk of loss of effectiveness, due to increase of its hepatic metabolism by the rifampicin	Contraindication	
J04AM02	RIFAMPICIN	9384			J02AC03	VORICONAZOLE	121243			ANSM	445-RIFAMPICIN.html	Large decrease of the plasma concentrations of the voriconazole with risk of loss of effectiveness, due to increase of its hepatic metabolism by the rifampicin	Contraindication	
J04AM05	RIFAMPICIN	9384			J02AC03	VORICONAZOLE	121243			ANSM	445-RIFAMPICIN.html	Large decrease of the plasma concentrations of the voriconazole with risk of loss of effectiveness, due to increase of its hepatic metabolism by the rifampicin	Contraindication	
J04AM06	RIFAMPICIN	9384			J02AC03	VORICONAZOLE	121243			ANSM	445-RIFAMPICIN.html	Large decrease of the plasma concentrations of the voriconazole with risk of loss of effectiveness, due to increase of its hepatic metabolism by the rifampicin	Contraindication	
J04AB02	RIFAMPICIN	9384			N05CF02	ZOLPIDEM	39993			ANSM	445-RIFAMPICIN.html	Decrease of the plasma concentrations and of the effectiveness of the zolpidem due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring. Possibly use another hypnotic.
J04AM02	RIFAMPICIN	9384			N05CF02	ZOLPIDEM	39993			ANSM	445-RIFAMPICIN.html	Decrease of the plasma concentrations and of the effectiveness of the zolpidem due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring. Possibly use another hypnotic.
J04AM05	RIFAMPICIN	9384			N05CF02	ZOLPIDEM	39993			ANSM	445-RIFAMPICIN.html	Decrease of the plasma concentrations and of the effectiveness of the zolpidem due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring. Possibly use another hypnotic.
J04AM06	RIFAMPICIN	9384			N05CF02	ZOLPIDEM	39993			ANSM	445-RIFAMPICIN.html	Decrease of the plasma concentrations and of the effectiveness of the zolpidem due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring. Possibly use another hypnotic.
J04AB02	RIFAMPICIN	9384			N05CF01	ZOPICLONE	40001			ANSM	445-RIFAMPICIN.html	Decrease of the plasma concentrations and of the effectiveness of the zopiclone due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring. Possibly use another hypnotic.
J04AM02	RIFAMPICIN	9384			N05CF01	ZOPICLONE	40001			ANSM	445-RIFAMPICIN.html	Decrease of the plasma concentrations and of the effectiveness of the zopiclone due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring. Possibly use another hypnotic.
J04AM05	RIFAMPICIN	9384			N05CF01	ZOPICLONE	40001			ANSM	445-RIFAMPICIN.html	Decrease of the plasma concentrations and of the effectiveness of the zopiclone due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring. Possibly use another hypnotic.
J04AM06	RIFAMPICIN	9384			N05CF01	ZOPICLONE	40001			ANSM	445-RIFAMPICIN.html	Decrease of the plasma concentrations and of the effectiveness of the zopiclone due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring. Possibly use another hypnotic.
J05AG05	RILPIVIRINE	1102270						PROTON PUMP INHIBITORS	A02BC-001	ANSM	446-RILPIVIRINE.html	Decrease of the plasma concentrations of rilpivirine by the proton pump inhibitor (decreased absorption because of increase of the gastric pH)	Contraindication	
J05AG05	RILPIVIRINE	1102270			A01AC02	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			C05AA09	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			D07AB19	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			D07XB05	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			D10AA03	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			H02AB02	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			R01AD03	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			S01BA01	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			S01CB01	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			S02BA06	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			S03BA01	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			D07CB04	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			S01CA01	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			S02CA06	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			S03CA01	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270			R01AD53	DEXAMETHASONE	3264			ANSM	446-RILPIVIRINE.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the dexamethasone	Contraindication	With the exception of dexamethasone administered in a single dose
J05AG05	RILPIVIRINE	1102270						ENZYMATIC INDUCERS	N03-J05-001	ANSM	446-RILPIVIRINE.html	Large decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the inducer	Contraindication	
J05AG05	RILPIVIRINE	1102270				ST JOHNS WORT	258326			ANSM	446-RILPIVIRINE.html	Risk of decrease of the plasma concentratons of rilpivirine due to increase of its hepatic metabolism by the St Johns wort	Contraindication	
C02KX05	RIOCIGUAT	1439816						NITRATE DERIVATIVES AND RELATED	C01D-001	ANSM	447-RIOCIGUAT.html	Risk of serious hypotension (synergic effect)	Contraindication	
C02KX05	RIOCIGUAT	1439816						TYPE 5 PHOSPHODIESTERASE INHIBITORS	G04BE	ANSM	447-RIOCIGUAT.html	Risk of serious hypotension (synergic effect)	Contraidication	
C02KX05	RIOCIGUAT	1439816						STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	447-RIOCIGUAT.html	Increase of the plasma concentrations of riociguat due to decrease of its hepatic metabolism by the inhibitor	Not recommended	
N05AX08	RISPERIDONE	35636			N03AF01	CARBAMAZEPINE	2002			ANSM	448-RISPERIDONE.html	Risk of decrease of the active fraction of the risperidone and of its therapeutic effectiveness due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	Clinical monitoring, and, if needed, adjustment of the dosage of the risperidone.
N05AX08	RISPERIDONE	35636			N06AB03	FLUOXETINE	4493			ANSM	448-RISPERIDONE.html	Increase of the active fraction of the risperidone due to decrease of its hepatic metabolism by the fluoxetine, with risk of increase of the undesirable effects	Precaution for use	Clinical monitoring, and, if needed, adjustment of the dosage of the risperidone. 
N05AX08	RISPERIDONE	35636			N06CA03	FLUOXETINE	4493			ANSM	448-RISPERIDONE.html	Increase of the active fraction of the risperidone due to decrease of its hepatic metabolism by the fluoxetine, with risk of increase of the undesirable effects	Precaution for use	Clinical monitoring, and, if needed, adjustment of the dosage of the risperidone. 
N05AX08	RISPERIDONE	35636			N06AB05	PAROXETINE	32937			ANSM	448-RISPERIDONE.html	Increase of the active fraction of the risperidone due to decrease of its hepatic metabolism by the paroxetine, with risk of increase of the undesirable effects. 	Precaution for use	Clinical monitoring and, if needed, adjustment of the dosage of the risperidone. 
J05AE03	RITONAVIR	85762			J05AX09	MARAVIROC	620216			ANSM	449-RITONAVIR.html	In the case of administration with fosamprenavir, significant decrease of the concentrations of ritonavir which can lead to a loss of the virological response	Not recommended	
			CALCIUM CHANNEL BLOCKERS	CO8CA-001				ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	45-CALCIUM-CHANNEL-BLOCKERS.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended	with the nimodipine
			CALCIUM CHANNEL BLOCKERS	CO8CA-001				STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	45-CALCIUM-CHANNEL-BLOCKERS.html	Increase of the undesirable effects of the calcium channel blockers, most often of the hypotension type, especially in older patients.	Precaution for use	Clinical monitoring and adjustment of the dosage during the treatment with the enzyme inhibitor and after it is stopped. 
			CALCIUM CHANNEL BLOCKERS	CO8CA-001	J04AB02	RIFAMPICIN	9384			ANSM	45-CALCIUM-CHANNEL-BLOCKERS.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended with the nimodipine	Precaution for use
			CALCIUM CHANNEL BLOCKERS	CO8CA-001	J04AM02	RIFAMPICIN	9384			ANSM	45-CALCIUM-CHANNEL-BLOCKERS.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended with the nimodipine	Precaution for use
			CALCIUM CHANNEL BLOCKERS	CO8CA-001	J04AM05	RIFAMPICIN	9384			ANSM	45-CALCIUM-CHANNEL-BLOCKERS.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended with the nimodipine	Precaution for use
			CALCIUM CHANNEL BLOCKERS	CO8CA-001	J04AM06	RIFAMPICIN	9384			ANSM	45-CALCIUM-CHANNEL-BLOCKERS.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended with the nimodipine	Precaution for use
B01AF01	RIVAROXABAN	1114195						ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	450-RIVAROXABAN.html	Decrease of the plasma concentrations of rivaroxaban, with risk of decrease of the therapeutic effect.	Not recommended	
B01AF01	RIVAROXABAN	1114195						STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	450-RIVAROXABAN.html	Increase of the plasma concentrations of rivaroxaban, with increase of the risk of bleeding	Not recommended	
B01AF01	RIVAROXABAN	1114195			J04AB02	RIFAMPICIN	9384			ANSM	450-RIVAROXABAN.html	Decrease of the plasma concentrations of rivaroxaban, with risk of decrease of the therapeutic effect	Not recommended	
B01AF01	RIVAROXABAN	1114195			J04AM02	RIFAMPICIN	9384			ANSM	450-RIVAROXABAN.html	Decrease of the plasma concentrations of rivaroxaban, with risk of decrease of the therapeutic effect	Not recommended	
B01AF01	RIVAROXABAN	1114195			J04AM05	RIFAMPICIN	9384			ANSM	450-RIVAROXABAN.html	Decrease of the plasma concentrations of rivaroxaban, with risk of decrease of the therapeutic effect	Not recommended	
B01AF01	RIVAROXABAN	1114195			J04AM06	RIFAMPICIN	9384			ANSM	450-RIVAROXABAN.html	Decrease of the plasma concentrations of rivaroxaban, with risk of decrease of the therapeutic effect	Not recommended	
N04BC04	ROPINIROLE	72302						VITAMIN K ANTAGONISTS	B01AA-001	ANSM	451-ROPINIROLE.html	Increase of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with ropinirole and after it is stopped. 
N04BC04	ROPINIROLE	72302			J01MA02	CIPROFLOXACIN	2551			ANSM	451-ROPINIROLE.html	Increase of the concentrations of ropinirole with risk of overdose, due to decrease of its hepatic metabolism by the ciprofloxacin	Precaution for use	Clinical monitoring and possible reduction of the dosage of the ropinirole during the treatment with the ciprofloxacin and after it is stopped. 
N04BC04	ROPINIROLE	72302			S01AE03	CIPROFLOXACIN	2551			ANSM	451-ROPINIROLE.html	Increase of the concentrations of ropinirole with risk of overdose, due to decrease of its hepatic metabolism by the ciprofloxacin	Precaution for use	Clinical monitoring and possible reduction of the dosage of the ropinirole during the treatment with the ciprofloxacin and after it is stopped. 
N04BC04	ROPINIROLE	72302			S02AA15	CIPROFLOXACIN	2551			ANSM	451-ROPINIROLE.html	Increase of the concentrations of ropinirole with risk of overdose, due to decrease of its hepatic metabolism by the ciprofloxacin	Precaution for use	Clinical monitoring and possible reduction of the dosage of the ropinirole during the treatment with the ciprofloxacin and after it is stopped. 
N04BC04	ROPINIROLE	72302			S03AA07	CIPROFLOXACIN	2551			ANSM	451-ROPINIROLE.html	Increase of the concentrations of ropinirole with risk of overdose, due to decrease of its hepatic metabolism by the ciprofloxacin	Precaution for use	Clinical monitoring and possible reduction of the dosage of the ropinirole during the treatment with the ciprofloxacin and after it is stopped. 
N04BC04	ROPINIROLE	72302			J01MA04	ENOXACIN	3925			ANSM	451-ROPINIROLE.html	Increase of the plasma concentrations of ropinirole with signs of overdose due to decrease of its hepatic metabolism	Precaution for use	Clinical monitoring and reduction of the dosage of the ropinirole during the treatment with the enoxacin and after it is stopped. 
N04BC04	ROPINIROLE	72302			N06AB08	FLUVOXAMINE	42355			ANSM	451-ROPINIROLE.html	Increase of the concentrations of ropinirole, with risk of overdose, due to decrease of its hepatic metabolism by the fluvoxamine	Precaution for use	Clinical monitoring and reduction of the dosage of the ropinirole during the treatment with fluvoxamine and after it is stopped. 
C10AA07	ROSUVASTATIN	301542			L04AD01	CICLOSPORIN	3008			ANSM	452-ROSUVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, or of nephrotoxicity, due to decrease of the metabolism of the rosuvastatin	Contraindication	
C10AA07	ROSUVASTATIN	301542			S01XA18	CICLOSPORIN	3008			ANSM	452-ROSUVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, or of nephrotoxicity, due to decrease of the metabolism of the rosuvastatin	Contraindication	
C10AA07	ROSUVASTATIN	301542						RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	452-ROSUVASTATIN.html	Increase of the plasma concentrations of the rosuvastatin due to increase of its absorption	Precaution for use	Clinical monitoring and laboratory tests.
J01FA06	ROXITHROMYCIN	9478			C10AA05	ATORVASTATIN	83367			ANSM	453-ROXITHROMYCIN.html	Increased risk of undesirable effects (concentration dependent) of the rhabdomyolysis type	Precaution for use	Use weaker doses of the cholesterol lowering medication
J01FA06	ROXITHROMYCIN	9478			L04AD01	CICLOSPORIN	3008			ANSM	453-ROXITHROMYCIN.html	Risk of increase of the blood concentrations of ciclosporin and of the creatinemia	Precaution for use	Blood concentration dosage of the ciclosporin, testing of renal function, and adjustment of the dosage during the administration with the macrolide and after it is stopped. 
J01FA06	ROXITHROMYCIN	9478			S01XA18	CICLOSPORIN	3008			ANSM	453-ROXITHROMYCIN.html	Risk of increase of the blood concentrations of ciclosporin and of the creatinemia	Precaution for use	Blood concentration dosage of the ciclosporin, testing of renal function, and adjustment of the dosage during the administration with the macrolide and after it is stopped. 
J01FA06	ROXITHROMYCIN	9478						MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05	ANSM	453-ROXITHROMYCIN.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Precaution for use	Clinical monitoring and EKG during the administration of these medications together. 
J01FA06	ROXITHROMYCIN	9478			N05CD08	MIDAZOLAM	6960			ANSM	453-ROXITHROMYCIN.html	Slight increase of sedation	Take into account	
J01FA06	ROXITHROMYCIN	9478			C10AA01	SIMVASTATIN	36567			ANSM	453-ROXITHROMYCIN.html	Increased risk of undesirable effects (concentration dependent) of the rhabdomyolysis type	Precaution for use	Use lower doses of the cholesterol lowering medication
J01FA06	ROXITHROMYCIN	9478						THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	453-ROXITHROMYCIN.html	Risk of increase of the theophyllinemia, particularly with children	Take into account	
N03AF03	RUFINAMIDE	69036						COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	ANSM	454-RUFINAMIDE.html	Moderate decrease of the concentrations of ethinylestradiol	Precaution for use	Another contraceptive method, in particular a barrier type or IUD, should be used. 
N03AF03	RUFINAMIDE	69036						VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0	ANSM	454-RUFINAMIDE.html	Possible increase of the concentrations of rufinamide, especially with children who weigh less than 30 kg.	Precaution for use	With children who weigh less than 30 kg: do not exceed the total dose of 600mg/day after the period of titration. 
R03AC12	SALMETEROL	36117			J02AC02	ITRACONAZOLE	28031			ANSM	455-SALMETEROL.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the itraconazole	Take into account	
R03AK06	SALMETEROL	36117			J02AC02	ITRACONAZOLE	28031			ANSM	455-SALMETEROL.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the itraconazole	Take into account	
R03AC12	SALMETEROL	36117			D01AC08	KETOCONAZOLE	6135			ANSM	455-SALMETEROL.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the ketoconazole	Take into account	
R03AC12	SALMETEROL	36117			G01AF11	KETOCONAZOLE	6135			ANSM	455-SALMETEROL.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the ketoconazole	Take into account	
R03AC12	SALMETEROL	36117			J02AB02	KETOCONAZOLE	6135			ANSM	455-SALMETEROL.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the ketoconazole	Take into account	
R03AK06	SALMETEROL	36117			D01AC08	KETOCONAZOLE	6135			ANSM	455-SALMETEROL.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the ketoconazole	Take into account	
R03AK06	SALMETEROL	36117			G01AF11	KETOCONAZOLE	6135			ANSM	455-SALMETEROL.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the ketoconazole	Take into account	
R03AK06	SALMETEROL	36117			J02AB02	KETOCONAZOLE	6135			ANSM	455-SALMETEROL.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the ketoconazole	Take into account	
N06AB06	SERTRALINE	36437				GRAPEFRUIT JUICE 				ANSM	456-SERTRALINE.html	Increase, sometimes large, of the concentrations of the antidepressant with some patients due to decrease of its intestinal metabolism	Not recommended	
N06AB06	SERTRALINE	36437						ENZYMATIC INDUCERS	N03-J05-001	ANSM	456-SERTRALINE.html	Risk of ineffectiveness of the treatment with the antidepressant	Not recommended	
N06AB06	SERTRALINE	36437			N05AG02	PIMOZIDE	8331			ANSM	456-SERTRALINE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	
G04BE03	SILDENAFIL	136411			J01FA07	JOSAMYCIN	6084			ANSM	457-SILDENAFIL.html	Increase of the plasma concentrations of sildenafil, with risk of hypotension	Precaution for use	Start the treatment with sildenafil at the minimum dose when it is administered with the josamycin
G04BE03	SILDENAFIL	136411						OMBITASVIR + PARITAPREVIR	OMPA	ANSM	457-SILDENAFIL.html	Increase of he plasma concentrations of the sildenafil due to decrease of its hepatic metabolism by the therapy with the ombitasvir+paritaprevir	Contraindication	
J05AE14	SIMEPREVIR	1482790			A01AC02	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			C05AA09	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			D07AB19	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			D07XB05	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			D10AA03	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			H02AB02	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			R01AD03	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			S01BA01	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			S01CB01	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			S02BA06	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
