1,Active ingredient,tenofovir ,DB00300,consensus set annotator team,Active ingredient,didanosine ,DB00900,consensus set annotator team,,Positive,117466,3364,Qualitative,Exposure to didanosine is increased ,consensus set annotator team
156,Active ingredient,aliskiren ,DB01258,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Negative,325646,3407,Qualitative,did not significantly affect the pharmacokinetics ,consensus set annotator team
156,Active ingredient,aliskiren ,DB01258,consensus set annotator team,Active ingredient,furosemide ,DB00695,consensus set annotator team,,Positive,325646,4603,Quantitative,AUC and Cmax of furosemide were reduced by about 30% and 50 ,consensus set annotator team
156,Active ingredient,aliskiren ,DB01258,consensus set annotator team,Active ingredient,hydrochlorothiazide ,DB00999,consensus set annotator team,,Negative,325646,5487,Qualitative,did not significantly affect the pharmacokinetics ,consensus set annotator team
156,Active ingredient,aliskiren ,DB01258,consensus set annotator team,Active ingredient,lovastatin ,DB00227,consensus set annotator team,,Negative,325646,6472,Qualitative,did not significantly affect the pharmacokinetics ,consensus set annotator team
156,Active ingredient,aliskiren ,DB01258,consensus set annotator team,Active ingredient,ramipril ,DB00178,consensus set annotator team,,Negative,325646,35296,Qualitative,did not significantly affect the pharmacokinetics ,consensus set annotator team
156,Active ingredient,aliskiren ,DB01258,consensus set annotator team,Active ingredient,valsartan ,DB00177,consensus set annotator team,,Negative,325646,69749,Qualitative,did not significantly affect the pharmacokinetics ,consensus set annotator team
156,Active ingredient,amlodipine ,DB00381,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,17767,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,atenolol ,DB00335,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,1202,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,atorvastatin ,DB01076,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Positive,83367,325646,Quantitative,50% increase in aliskiren Cmax and AUC ,consensus set annotator team
156,Active ingredient,celecoxib ,DB00482,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,140587,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,cyclosporine ,DB00091,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Positive,3008,325646,Quantitative,2.5-fold increase in Cmax and 5-fold increase in AUC ,consensus set annotator team
156,Active ingredient,digoxin ,DB00390,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,3407,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,furosemide ,DB00695,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,4603,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,hydrochlorothiazide ,DB00999,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,5487,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,irbesartan ,DB01029,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Positive,83818,325646,Quantitative,reduced aliskiren Cmax up to 50 ,consensus set annotator team
156,Active ingredient,itraconazole ,DB01167,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Positive,28031,325646,Quantitative,resulted in approximately 5.8-fold increase in Cmax and 6.5-fold increase in AUC ,consensus set annotator team
156,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Positive,6135,325646,Quantitative,80% increase in plasma levels of aliskiren ,consensus set annotator team
156,Active ingredient,lovastatin ,DB00227,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,6472,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,metformin ,DB00331,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,6809,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,ramipril ,DB00178,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,35296,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,valsartan ,DB00177,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,69749,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
156,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Positive,11170,325646,Quantitative,2-fold increase in Cmax and AUC ,consensus set annotator team
156,Active ingredient,warfarin ,DB00682,consensus set annotator team,Active ingredient,aliskiren ,DB01258,consensus set annotator team,,Negative,11289,325646,Qualitative,did not result in clinically significant increases in aliskiren exposure ,consensus set annotator team
158,Active ingredient,fluvoxamine ,DB00176,consensus set annotator team,Active ingredient,mexiletine ,DB00379,consensus set annotator team,,Positive,42355,6926,Quantitative,decreased by 38% ,consensus set annotator team
158,Active ingredient,mexiletine ,DB00379,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Negative,6926,8754,Qualitative,pharmacokinetics of propafenone were unaffected ,consensus set annotator team
158,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,mexiletine ,DB00379,consensus set annotator team,,Negative,8754,6926,Qualitative,did not alter the kinetics ,consensus set annotator team
158,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,mexiletine ,DB00379,consensus set annotator team,,Positive,8754,6926,Quantitative,clearance of mexiletine in the extensive metabolizer phenotype decreased by about 70% ,consensus set annotator team
159,Active ingredient,aluminum ,DB01370,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,1311504,3407,Qualitative,been reported to lower serum digoxin levels ,consensus set annotator team
159,Active ingredient,magnesium ,DB01378,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,6574,3407,Qualitative,been reported to lower serum digoxin levels ,consensus set annotator team
159,Active ingredient,Mexiletine ,DB00379,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Negative,6926,3407,Qualitative,does not alter serum digoxin levels ,consensus set annotator team
161,Active ingredient,nelfinavir ,DB00220,consensus set annotator team,Active ingredient,azithromycin ,DB00207,consensus set annotator team,,Positive,134527,18631,Qualitative,increased azithromycin serum concentrations ,consensus set annotator team
163,Active ingredient,acyclovir ,DB05347,consensus set annotator team,Active ingredient,meperidine ,DB00454,consensus set annotator team,,Positive,281,6754,Qualitative,Plasma concentrations of meperidine and its metabolite, normeperidine, may be increased ,consensus set annotator team
163,Active ingredient,acyclovir ,DB05347,consensus set annotator team,Metabolite,normeperidine ,DB00454,consensus set annotator team,meperidine ,Positive,281,,Qualitative,Plasma concentrations of meperidine and its metabolite, normeperidine, may be increased ,consensus set annotator team
164,Active ingredient,Cimetidine ,DB00501,consensus set annotator team,Active ingredient,meperidine ,DB00454,consensus set annotator team,,Positive,2541,6754,Qualitative,reduced the clearance and volume of distribution ,consensus set annotator team
164,Active ingredient,Cimetidine ,DB00501,consensus set annotator team,Metabolite,normeperidine ,DB00454,consensus set annotator team,meperidine ,Positive,2541,,Qualitative,reduced the clearance and volume of distribution ,consensus set annotator team
166,Active ingredient,Penicillin ,DB00417,consensus set annotator team,Active ingredient,methotrexate ,DB00563,consensus set annotator team,,Positive,70618,6851,Qualitative,increased serum concentrations ,consensus set annotator team
168,Active ingredient,Clonazepam ,DB01068,consensus set annotator team,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,,Negative,2598,2002,Qualitative,does not appear to alter the pharmacokinetics ,consensus set annotator team
168,Active ingredient,Clonazepam ,DB01068,consensus set annotator team,Active ingredient,phenobarbital ,DB01174,consensus set annotator team,,Negative,2598,8134,Qualitative,does not appear to alter the pharmacokinetics ,consensus set annotator team
168,Active ingredient,Clonazepam ,DB01068,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Negative,2598,8183,Qualitative,does not appear to alter the pharmacokinetics ,consensus set annotator team
170,Active ingredient,cholestyramine ,DB01432,consensus set annotator team,Active ingredient,hydrochlorothiazide ,DB00999,consensus set annotator team,,Positive,2447,5487,Quantitative,reduce its absorption from the gastrointestinal tract by up to 85% and 43 ,consensus set annotator team
170,Active ingredient,colestipol ,DB00375,consensus set annotator team,Active ingredient,hydrochlorothiazide ,DB00999,consensus set annotator team,,Positive,2685,5487,Quantitative,reduce its absorption from the gastrointestinal tract by up to 85% and 43 ,consensus set annotator team
170,Drug product,AVALIDE ,DB00999,consensus set annotator team,Active ingredient,lithium ,DB01356,consensus set annotator team,,Positive,5487,6448,Qualitative,reduce the renal clearance of lithium ,consensus set annotator team
171,Active ingredient,hydrochlorothiazide ,DB00999,consensus set annotator team,Active ingredient,irbesartan ,DB01029,consensus set annotator team,,Negative,5487,83818,Qualitative,had no effect on irbesartan pharmacokinetics ,consensus set annotator team
171,Active ingredient,hydrochlorothiazide ,DB00999,consensus set annotator team,Active ingredient,irbesartan ,DB01029,consensus set annotator team,,Negative,5487,83818,Qualitative,The pharmacokinetics of irbesartan were not affected ,consensus set annotator team
171,Active ingredient,irbesartan ,DB01029,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Negative,83818,3407,Qualitative,had no effect on the pharmacodynamics of warfarin (prothrombin time) or the pharmacokinetics ,consensus set annotator team
171,Active ingredient,irbesartan ,DB01029,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Negative,83818,11289,Qualitative,had no effect on the pharmacodynamics of warfarin (prothrombin time) or the pharmacokinetics ,consensus set annotator team
171,Active ingredient,nifedipine ,DB01115,consensus set annotator team,Active ingredient,irbesartan ,DB01029,consensus set annotator team,,Negative,7417,83818,Qualitative,had no effect on irbesartan pharmacokinetics ,consensus set annotator team
171,Active ingredient,nifedipine ,DB01115,consensus set annotator team,Active ingredient,irbesartan ,DB01029,consensus set annotator team,,Negative,7417,83818,Qualitative,The pharmacokinetics of irbesartan were not affected ,consensus set annotator team
172,Active ingredient,clarithromycin ,DB01211,consensus set annotator team,Active ingredient,Atorvastatin ,DB01076,consensus set annotator team,,Positive,21212,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,clarithromycin ,DB01211,consensus set annotator team,Drug product,LIPITOR ,DB01076,consensus set annotator team,,Positive,21212,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,cyclosporine ,DB00091,consensus set annotator team,Active ingredient,Atorvastatin ,DB01076,consensus set annotator team,,Positive,3008,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,efavirenz ,DB00625,consensus set annotator team,Drug product,LIPITOR ,DB01076,consensus set annotator team,,Positive,195085,83367,Qualitative,can lead to variable reductions in plasma concentrations ,consensus set annotator team
172,Active ingredient,itraconazole ,DB01167,consensus set annotator team,Active ingredient,Atorvastatin ,DB01076,consensus set annotator team,,Positive,28031,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,lopinavir ,DB01601,consensus set annotator team,Active ingredient,Atorvastatin ,DB01076,consensus set annotator team,,Positive,195088,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,lopinavir ,DB01601,consensus set annotator team,Drug product,LIPITOR ,DB01076,consensus set annotator team,,Positive,195088,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,atorvastatin ,DB01076,consensus set annotator team,,Positive,9384,83367,Qualitative,significant reduction in atorvastatin plasma concentrations ,consensus set annotator team
172,Active ingredient,rifampin ,DB01045,consensus set annotator team,Drug product,LIPITOR ,DB01076,consensus set annotator team,,Positive,9384,83367,Qualitative,can lead to variable reductions in plasma concentrations ,consensus set annotator team
172,Active ingredient,ritonavir ,DB00503,consensus set annotator team,Active ingredient,Atorvastatin ,DB01076,consensus set annotator team,,Positive,85762,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,ritonavir ,DB00503,consensus set annotator team,Drug product,LIPITOR ,DB01076,consensus set annotator team,,Positive,85762,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,saquinavir ,DB01232,consensus set annotator team,Active ingredient,Atorvastatin ,DB01076,consensus set annotator team,,Positive,83395,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Active ingredient,saquinavir ,DB01232,consensus set annotator team,Drug product,LIPITOR ,DB01076,consensus set annotator team,,Positive,83395,83367,Qualitative,AUC was significantly increased ,consensus set annotator team
172,Drug product,LIPITOR ,DB01076,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,83367,3407,Quantitative,concentrations increased by approximately 20% ,consensus set annotator team
172,Drug product,LIPITOR ,DB01076,consensus set annotator team,Active ingredient,ethinyl estradiol ,DB00977,consensus set annotator team,,Positive,83367,4124,Qualitative,increased AUC ,consensus set annotator team
172,Drug product,LIPITOR ,DB01076,consensus set annotator team,Active ingredient,norethindrone ,DB00717,consensus set annotator team,,Positive,83367,7514,Qualitative,increased AUC ,consensus set annotator team
174,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,tacrolimus ,DB00864,consensus set annotator team,,Positive,9384,42316,Quantitative,decrease in tacrolimus oral bioavailability (14?6% vs. 7?3%) ,consensus set annotator team
174,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,tacrolimus ,DB00864,consensus set annotator team,,Positive,9384,42316,Quantitative,increase in tacrolimus clearance (0.036?0.008 L/hr/kg vs. 0.053?0.010 L/hr/kg ,consensus set annotator team
175,Active ingredient,nelfinavir ,DB00220,consensus set annotator team,Active ingredient,tacrolimus ,DB00864,consensus set annotator team,,Positive,134527,42316,Qualitative,increased blood concentrations ,consensus set annotator team
175,Active ingredient,Tacrolimus ,DB00864,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Positive,42316,8183,Qualitative,may affect the pharmacokinetics of other drugs (e.g., phenytoin) and increase their concentration ,consensus set annotator team
177,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,diazepam ,DB00829,consensus set annotator team,,Positive,2541,3322,Qualitative,influence the pharmacokinetics ,consensus set annotator team
177,Active ingredient,fluoxetine ,DB00472,consensus set annotator team,Active ingredient,diazepam ,DB00829,consensus set annotator team,,Positive,4493,3322,Qualitative,influence the pharmacokinetics ,consensus set annotator team
177,Active ingredient,fluvoxamine ,DB00176,consensus set annotator team,Active ingredient,diazepam ,DB00829,consensus set annotator team,,Positive,42355,3322,Qualitative,influence the pharmacokinetics ,consensus set annotator team
177,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,diazepam ,DB00829,consensus set annotator team,,Positive,6135,3322,Qualitative,influence the pharmacokinetics ,consensus set annotator team
177,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,diazepam ,DB00829,consensus set annotator team,,Positive,7646,3322,Qualitative,influence the pharmacokinetics ,consensus set annotator team
179,Active ingredient,Isoniazid ,DB00951,consensus set annotator team,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,,Positive,6038,2002,Qualitative,increase its serum levels ,consensus set annotator team
181,Active ingredient,adriamycin ,DB00997,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,3639,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
181,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Negative,2541,11170,Qualitative,clearance of verapamil was either reduced or unchanged ,consensus set annotator team
181,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,2541,11170,Qualitative,clearance of verapamil was either reduced or unchanged ,consensus set annotator team
181,Active ingredient,cisplatin ,DB00515,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,2555,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
181,Active ingredient,cyclophosphamide ,DB00531,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,3002,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
181,Active ingredient,erythromycin ,DB00199,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,4053,11170,Qualitative,causing elevation of plasma levels ,consensus set annotator team
181,Active ingredient,oncovin ,DB00541,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
181,Active ingredient,Phenobarbital ,DB01174,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,8134,11170,Qualitative,may increase verapamil clearance ,consensus set annotator team
181,Active ingredient,prednisone ,DB00635,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,8640,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
181,Active ingredient,procarbazine ,DB01168,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,8702,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
181,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,9384,11170,Qualitative,lowering of plasma levels ,consensus set annotator team
181,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,9384,11170,Qualitative,reduce oral verapamil bioavailability ,consensus set annotator team
181,Active ingredient,ritonavir ,DB00503,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,85762,11170,Qualitative,causing elevation of plasma levels ,consensus set annotator team
181,Active ingredient,Verapamil ,DB00661,consensus set annotator team,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,,Positive,11170,2002,Qualitative,increase carbamazepine concentrations ,consensus set annotator team
181,Active ingredient,Verapamil ,DB00661,consensus set annotator team,Active ingredient,cyclosporine ,DB00091,consensus set annotator team,,Positive,11170,3008,Qualitative,may increase serum levels ,consensus set annotator team
181,Active ingredient,Verapamil ,DB00661,consensus set annotator team,Active ingredient,digitoxin ,DB01396,consensus set annotator team,,Positive,11170,3403,Quantitative,reduce total body clearance and extrarenal clearance of digitoxin by 27% and 29 ,consensus set annotator team
181,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,11170,3407,Quantitative,increase serum digoxin levels by 50% to 75 ,consensus set annotator team
181,Active ingredient,Verapamil ,DB00661,consensus set annotator team,Active ingredient,doxorubicin ,DB00997,consensus set annotator team,,Positive,11170,3639,Qualitative,increase doxorubicin levels ,consensus set annotator team
181,Active ingredient,Verapamil ,DB00661,consensus set annotator team,Active ingredient,ethanol ,DB00898,consensus set annotator team,,Positive,11170,448,Qualitative,inhibit ethanol elimination resulting in elevated blood ethanol concentrations ,consensus set annotator team
181,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,lithium ,DB01356,consensus set annotator team,,Negative,11170,6448,Qualitative,increase in serum lithium levels ,consensus set annotator team
181,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,lithium ,DB01356,consensus set annotator team,,Positive,11170,6448,Qualitative,increase in serum lithium levels ,consensus set annotator team
181,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,lithium ,DB01356,consensus set annotator team,,Positive,11170,6448,Qualitative,lowering of serum lithium levels ,consensus set annotator team
181,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,11170,6918,Qualitative,decrease in metoprolol and propranolol clearance ,consensus set annotator team
181,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,paclitaxel ,DB01229,consensus set annotator team,,Positive,11170,56946,Qualitative,can decrease the clearance ,consensus set annotator team
181,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Positive,11170,8787,Qualitative,decrease in metoprolol and propranolol clearance ,consensus set annotator team
181,Active ingredient,verapamil ,DB00661,consensus set annotator team,Active ingredient,quinidine ,DB00908,consensus set annotator team,,Positive,11170,9068,Qualitative,increased quinidine levels ,consensus set annotator team
181,Active ingredient,Verapamil ,DB00661,consensus set annotator team,Active ingredient,theophylline ,DB00277,consensus set annotator team,,Positive,11170,10438,Qualitative,increase the plasma levels ,consensus set annotator team
181,Active ingredient,vindesine ,DB00309,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,11204,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
181,Drug product,adriamycin ,DB00997,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,3639,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
181,Drug product,oncovin ,DB00541,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Positive,,11170,Qualitative,absorption of verapamil can be reduced ,consensus set annotator team
183,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,ampicillin ,DB00415,consensus set annotator team,,Positive,17128,733,Qualitative,may interfere with the absorption ,consensus set annotator team
183,Active ingredient,Lansoprazole ,DB00448,consensus set annotator team,Active ingredient,atazanavir ,DB01072,consensus set annotator team,,Positive,17128,343047,Qualitative,decrease the systemic concentrations ,consensus set annotator team
183,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,17128,3407,Qualitative,may interfere with the absorption ,consensus set annotator team
183,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,iron ,DB01592,consensus set annotator team,,Positive,17128,90176,Qualitative,may interfere with the absorption ,consensus set annotator team
183,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,,Positive,17128,6135,Qualitative,may interfere with the absorption ,consensus set annotator team
183,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,tacrolimus ,DB00864,consensus set annotator team,,Positive,17128,42316,Qualitative,may increase whole blood levels ,consensus set annotator team
183,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,theophylline ,DB00277,consensus set annotator team,,Positive,17128,10438,Quantitative,increase (10%) in the clearance ,consensus set annotator team
183,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Negative,17128,11289,Qualitative,did not affect the pharmacokinetics ,consensus set annotator team
184,Active ingredient,Lansoprazole ,DB00448,consensus set annotator team,Active ingredient,amoxicillin ,DB01060,consensus set annotator team,,Negative,17128,723,Qualitative,no clinically significant interaction ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,ampicillin ,DB00415,consensus set annotator team,,Positive,17128,733,Qualitative,may interfere with the absorption ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,antipyrine ,DB01435,consensus set annotator team,,Negative,17128,1001,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,clarithromycin ,DB01211,consensus set annotator team,,Negative,17128,21212,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,diazepam ,DB00829,consensus set annotator team,,Negative,17128,3322,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,17128,3407,Qualitative,may interfere with the absorption ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,ibuprofen ,DB01050,consensus set annotator team,,Negative,17128,5640,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,indomethacin ,DB00328,consensus set annotator team,,Negative,17128,5781,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,iron ,DB01592,consensus set annotator team,,Positive,17128,90176,Qualitative,may interfere with the absorption ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,,Positive,17128,6135,Qualitative,may interfere with the absorption ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,methotrexate ,DB00563,consensus set annotator team,,Negative,17128,6851,Qualitative,had no effect on the pharmacokinetics ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Negative,17128,8183,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,prednisone ,DB00635,consensus set annotator team,,Negative,17128,8640,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Negative,17128,8787,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,theophylline ,DB00277,consensus set annotator team,,Positive,17128,10438,Quantitative,a minor increase (10%) in the clearance ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Negative,17128,11289,Qualitative,does not have clinically significant interactions ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Negative,17128,11289,Qualitative,neither the pharmacokinetics of warfarin enantiomers nor prothrombin time were affected ,consensus set annotator team
184,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,Metabolite,7-hydroxymethotrexate ,DB00563,consensus set annotator team,methotrexate ,Negative,17128,,Qualitative,had no effect on the pharmacokinetics ,consensus set annotator team
184,Active ingredient,naproxen ,DB00788,consensus set annotator team,Active ingredient,methotrexate ,DB00563,consensus set annotator team,,Negative,7258,6851,Qualitative,had no effect on the pharmacokinetics ,consensus set annotator team
184,Active ingredient,naproxen ,DB00788,consensus set annotator team,Metabolite,7-hydroxymethotrexate ,DB00563,consensus set annotator team,methotrexate ,Negative,7258,,Qualitative,had no effect on the pharmacokinetics ,consensus set annotator team
184,Active ingredient,sucralfate ,DB00364,consensus set annotator team,Active ingredient,lansoprazole ,DB00448,consensus set annotator team,,Positive,10156,17128,Quantitative,absorption of the proton pump inhibitors was delayed and their bioavailability was reduced by 17% and 16% ,consensus set annotator team
184,Active ingredient,sucralfate ,DB00364,consensus set annotator team,Active ingredient,omeprazole ,DB00338,consensus set annotator team,,Positive,10156,7646,Quantitative,absorption of the proton pump inhibitors was delayed and their bioavailability was reduced by 17% and 16% ,consensus set annotator team
184,Active ingredient,zidovudine ,DB00495,consensus set annotator team,Active ingredient,atazanavir ,DB01072,consensus set annotator team,,Positive,11413,343047,Qualitative,substantially decreases the systemic concentrations ,consensus set annotator team
185,Active ingredient,simvastatin ,DB00641,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,36567,3407,Qualitative,slight elevation in digoxin concentrations ,consensus set annotator team
