object_drugbank,object,precipitant_drugbank,precipitant
DB01186,Pergolide,DB01624,Zuclopenthixol
DB01186,Pergolide,DB08919,Zuclopenthixol acetate
DB01186,Pergolide,DB08920,Zuclopenthixol decanoate
DB01190,Clindamycin,DB01370,Aluminium
DB01190,Clindamycin,DB00732,Atracurium
DB01190,Clindamycin,DB01574,Attapulgite
DB01190,Clindamycin,DB00091,Cyclosporine
DB01190,Clindamycin,DB01375,Dihydroxyaluminium
DB01190,Clindamycin,DB01135,Doxacurium chloride
DB01190,Clindamycin,DB01575,Kaolin
DB01190,Clindamycin,DB01336,Metocurine
DB01190,Clindamycin,DB01226,Mivacurium
DB01190,Clindamycin,DB01337,Pancuronium
DB01190,Clindamycin,DB01338,Pipecuronium
DB01190,Clindamycin,DB00728,Rocuronium
DB01190,Clindamycin,DB00202,Succinylcholine
DB01190,Clindamycin,DB01199,Tubocurarine
DB01190,Clindamycin,DB01339,Vecuronium
DB01191,Dexfenfluramine,DB01063,Acetophenazine
DB01191,Dexfenfluramine,DB01246,Alimemazine
DB01191,Dexfenfluramine,DB00477,Chlorpromazine
DB01191,Dexfenfluramine,DB00392,Ethopropazine
DB01191,Dexfenfluramine,DB00472,Fluoxetine
DB01191,Dexfenfluramine,DB00623,Fluphenazine
DB01191,Dexfenfluramine,DB00176,Fluvoxamine
DB01191,Dexfenfluramine,DB01170,Guanethidine
DB01191,Dexfenfluramine,DB01306,Insulin Aspart
DB01191,Dexfenfluramine,DB01307,Insulin Detemir
DB01191,Dexfenfluramine,DB01309,Insulin Glulisine
DB01191,Dexfenfluramine,DB01247,Isocarboxazid
DB01191,Dexfenfluramine,DB00933,Mesoridazine
DB01191,Dexfenfluramine,DB00902,Methdilazine
DB01191,Dexfenfluramine,DB01403,Methotrimeprazine
DB01191,Dexfenfluramine,DB00715,Paroxetine
DB01191,Dexfenfluramine,DB00850,Perphenazine
DB01191,Dexfenfluramine,DB00780,Phenelzine
DB01191,Dexfenfluramine,DB00433,Prochlorperazine
DB01191,Dexfenfluramine,DB00420,Promazine
DB01191,Dexfenfluramine,DB01069,Promethazine
DB01191,Dexfenfluramine,DB01608,Propericiazine
DB01191,Dexfenfluramine,DB00777,Propiomazine
DB01191,Dexfenfluramine,DB01367,Rasagiline
DB01191,Dexfenfluramine,DB00372,Thiethylperazine
DB01191,Dexfenfluramine,DB00679,Thioridazine
DB01191,Dexfenfluramine,DB00752,Tranylcypromine
DB01191,Dexfenfluramine,DB00831,Trifluoperazine
DB01191,Dexfenfluramine,DB00508,Triflupromazine
DB01191,Dexfenfluramine,DB00285,Venlafaxine
DB01192,Oxymorphone,DB06274,Alvimopan
DB01192,Oxymorphone,DB00501,Cimetidine
DB01192,Oxymorphone,DB00427,Triprolidine
DB01193,Acebutolol,DB00414,Acetohexamide
DB01193,Acebutolol,DB00672,Chlorpropamide
DB01193,Acebutolol,DB00575,Clonidine
DB01193,Acebutolol,DB00320,Dihydroergotamine
DB01193,Acebutolol,DB00280,Disopyramide
DB01193,Acebutolol,DB00668,Epinephrine
DB01193,Acebutolol,DB01253,Ergonovine
DB01193,Acebutolol,DB00696,Ergotamine
DB01193,Acebutolol,DB01288,Fenoterol
DB01193,Acebutolol,DB00983,Formoterol
DB01193,Acebutolol,DB01120,Gliclazide
DB01193,Acebutolol,DB01067,Glipizide
DB01193,Acebutolol,DB01289,Glisoxepide
DB01193,Acebutolol,DB01016,Glyburide
DB01193,Acebutolol,DB01050,Ibuprofen
DB01193,Acebutolol,DB05039,Indacaterol
DB01193,Acebutolol,DB00328,Indomethacin
DB01193,Acebutolol,DB01306,Insulin Aspart
DB01193,Acebutolol,DB01307,Insulin Detemir
DB01193,Acebutolol,DB00047,Insulin Glargine
DB01193,Acebutolol,DB01309,Insulin Glulisine
DB01193,Acebutolol,DB00046,Insulin Lispro
DB01193,Acebutolol,DB01064,Isoprenaline
DB01193,Acebutolol,DB00281,Lidocaine
DB01193,Acebutolol,DB00247,Methysergide
DB01193,Acebutolol,DB00816,Orciprenaline
DB01193,Acebutolol,DB00236,Pipobroman
DB01193,Acebutolol,DB01291,Pirbuterol
DB01193,Acebutolol,DB00554,Piroxicam
DB01193,Acebutolol,DB00457,Prazosin
DB01193,Acebutolol,DB00912,Repaglinide
DB01193,Acebutolol,DB00938,Salmeterol
DB01193,Acebutolol,DB01162,Terazosin
DB01193,Acebutolol,DB00871,Terbutaline
DB01193,Acebutolol,DB00839,Tolazamide
DB01193,Acebutolol,DB01124,Tolbutamide
DB01193,Acebutolol,DB00374,Treprostinil
DB01193,Acebutolol,DB00661,Verapamil
DB01194,Brinzolamide,DB00819,Acetazolamide
DB01194,Brinzolamide,DB01144,Dichlorphenamide
DB01194,Brinzolamide,DB00869,Dorzolamide
DB01194,Brinzolamide,DB00703,Methazolamide
DB01194,Brinzolamide,DB00273,Topiramate
DB01194,Brinzolamide,DB00909,Zonisamide
DB01195,Flecainide,DB01118,Amiodarone
DB01195,Flecainide,DB06697,Artemether
DB01195,Flecainide,DB00501,Cimetidine
DB01195,Flecainide,DB00604,Cisapride
DB01195,Flecainide,DB00476,Duloxetine
DB01195,Flecainide,DB06414,Etravirine
DB01195,Flecainide,DB06708,Lumefantrine
DB01195,Flecainide,DB00933,Mesoridazine
DB01195,Flecainide,DB08893,Mirabegron 
DB01195,Flecainide,DB01369,Quinupristin
DB01195,Flecainide,DB00503,Ritonavir
DB01195,Flecainide,DB00864,Tacrolimus
DB01195,Flecainide,DB00857,Terbinafine
DB01195,Flecainide,DB00342,Terfenadine
DB01195,Flecainide,DB00679,Thioridazine
DB01195,Flecainide,DB01623,Thiothixene
DB01195,Flecainide,DB00932,Tipranavir
DB01195,Flecainide,DB00539,Toremifene
DB01195,Flecainide,DB00726,Trimipramine
DB01195,Flecainide,DB00582,Voriconazole
DB01195,Flecainide,DB02546,Vorinostat
DB01195,Flecainide,DB00246,Ziprasidone
DB01195,Flecainide,DB01624,Zuclopenthixol
DB01195,Flecainide,DB08919,Zuclopenthixol acetate
DB01195,Flecainide,DB08920,Zuclopenthixol decanoate
DB01196,Estramustine,DB00258,Calcium Acetate
DB01196,Estramustine,DB00720,Clodronate
DB01196,Estramustine,DB00072,Trastuzumab
DB01197,Captopril,DB00594,Amiloride
DB01197,Captopril,DB06692,Aprotinin
DB01197,Captopril,DB08822,Azilsartan medoxomil
DB01197,Captopril,DB01395,Drospirenone
DB01197,Captopril,DB06196,Icatibant
DB01197,Captopril,DB01356,Lithium
DB01197,Captopril,DB01345,Potassium
DB01197,Captopril,DB00421,Spironolactone
DB01197,Captopril,DB00857,Terbinafine
DB01197,Captopril,DB00697,Tizanidine
DB01197,Captopril,DB00684,Tobramycin
DB01197,Captopril,DB00374,Treprostinil
DB01197,Captopril,DB00384,Triamterene
DB01198,Zopiclone,DB00701,Amprenavir
DB01198,Zopiclone,DB01072,Atazanavir
DB01198,Zopiclone,DB01211,Clarithromycin
DB01198,Zopiclone,DB00872,Conivaptan
DB01198,Zopiclone,DB01264,Darunavir
DB01198,Zopiclone,DB00705,Delavirdine
DB01198,Zopiclone,DB00199,Erythromycin
DB01198,Zopiclone,DB01319,Fosamprenavir
DB01198,Zopiclone,DB00619,Imatinib
DB01198,Zopiclone,DB00224,Indinavir
DB01198,Zopiclone,DB00951,Isoniazid
DB01198,Zopiclone,DB01167,Itraconazole
DB01198,Zopiclone,DB01026,Ketoconazole
DB01198,Zopiclone,DB01601,Lopinavir
DB01198,Zopiclone,DB01403,Methotrimeprazine
DB01198,Zopiclone,DB01149,Nefazodone
DB01198,Zopiclone,DB00220,Nelfinavir
DB01198,Zopiclone,DB00622,Nicardipine
DB01198,Zopiclone,DB01263,Posaconazole
DB01198,Zopiclone,DB00908,Quinidine
DB01198,Zopiclone,DB00503,Ritonavir
DB01198,Zopiclone,DB01232,Saquinavir
DB01198,Zopiclone,DB00976,Telithromycin
DB01198,Zopiclone,DB01124,Tolbutamide
DB01198,Zopiclone,DB00427,Triprolidine
DB01198,Zopiclone,DB00582,Voriconazole
DB01199,Tubocurarine,DB00479,Amikacin
DB01199,Tubocurarine,DB01223,Aminophylline
DB01199,Tubocurarine,DB00993,Azathioprine
DB01199,Tubocurarine,DB00564,Carbamazepine
DB01199,Tubocurarine,DB01190,Clindamycin
DB01199,Tubocurarine,DB01320,Fosphenytoin
DB01199,Tubocurarine,DB00798,Gentamicin
DB01199,Tubocurarine,DB01627,Lincomycin
DB01199,Tubocurarine,DB01033,Mercaptopurine
DB01199,Tubocurarine,DB00955,Netilmicin
DB01199,Tubocurarine,DB01303,Oxtriphylline
DB01199,Tubocurarine,DB00252,Phenytoin
DB01199,Tubocurarine,DB00319,Piperacillin
DB01199,Tubocurarine,DB00277,Theophylline
DB01199,Tubocurarine,DB00684,Tobramycin
DB01200,Bromocriptine,DB01063,Acetophenazine
DB01200,Bromocriptine,DB01246,Alimemazine
DB01200,Bromocriptine,DB00477,Chlorpromazine
DB01200,Bromocriptine,DB06700,Desvenlafaxine
DB01200,Bromocriptine,DB00199,Erythromycin
DB01200,Bromocriptine,DB00392,Ethopropazine
DB01200,Bromocriptine,DB00623,Fluphenazine
DB01200,Bromocriptine,DB01321,Josamycin
DB01200,Bromocriptine,DB00933,Mesoridazine
DB01200,Bromocriptine,DB00902,Methdilazine
DB01200,Bromocriptine,DB01403,Methotrimeprazine
DB01200,Bromocriptine,DB01267,Paliperidone
DB01200,Bromocriptine,DB00850,Perphenazine
DB01200,Bromocriptine,DB00397,Phenylpropanolamine
DB01200,Bromocriptine,DB00433,Prochlorperazine
DB01200,Bromocriptine,DB00420,Promazine
DB01200,Bromocriptine,DB01069,Promethazine
DB01200,Bromocriptine,DB00777,Propiomazine
DB01200,Bromocriptine,DB00852,Pseudoephedrine
DB01200,Bromocriptine,DB00864,Tacrolimus
DB01200,Bromocriptine,DB00976,Telithromycin
DB01200,Bromocriptine,DB00372,Thiethylperazine
DB01200,Bromocriptine,DB00679,Thioridazine
DB01200,Bromocriptine,DB01623,Thiothixene
DB01200,Bromocriptine,DB00932,Tipranavir
DB01200,Bromocriptine,DB00193,Tramadol
DB01200,Bromocriptine,DB00752,Tranylcypromine
DB01200,Bromocriptine,DB00656,Trazodone
DB01200,Bromocriptine,DB00831,Trifluoperazine
DB01200,Bromocriptine,DB00508,Triflupromazine
DB01200,Bromocriptine,DB00726,Trimipramine
DB01200,Bromocriptine,DB00285,Venlafaxine
DB01200,Bromocriptine,DB00582,Voriconazole
DB01200,Bromocriptine,DB00246,Ziprasidone
DB01200,Bromocriptine,DB00315,Zolmitriptan
DB01200,Bromocriptine,DB01624,Zuclopenthixol
DB01200,Bromocriptine,DB08919,Zuclopenthixol acetate
DB01200,Bromocriptine,DB08920,Zuclopenthixol decanoate
DB01201,Rifapentine,DB05812,Abiraterone
DB01201,Rifapentine,DB01558,Bromazepam
DB01201,Rifapentine,DB06772,Cabazitaxel
DB01201,Rifapentine,DB00530,Erlotinib
DB01201,Rifapentine,DB08866,Estradiol valerate/Dienogest 
DB01201,Rifapentine,DB00977,Ethinyl Estradiol
DB01201,Rifapentine,DB00333,Methadone
DB01201,Rifapentine,DB00717,Norethindrone
DB01201,Rifapentine,DB08864,Rilpivirine
DB01201,Rifapentine,DB01656,Roflumilast
DB01201,Rifapentine,DB00976,Telithromycin
DB01201,Rifapentine,DB06287,Temsirolimus
DB01201,Rifapentine,DB00857,Terbinafine
DB01201,Rifapentine,DB00932,Tipranavir
DB01201,Rifapentine,DB00193,Tramadol
DB01201,Rifapentine,DB00656,Trazodone
DB01201,Rifapentine,DB00755,Tretinoin
DB01201,Rifapentine,DB05294,Vandetanib
DB01201,Rifapentine,DB08881,Vemurafenib
DB01201,Rifapentine,DB00661,Verapamil
DB01201,Rifapentine,DB00582,Voriconazole
DB01201,Rifapentine,DB00495,Zidovudine
DB01202,Levetiracetam,DB00564,Carbamazepine
DB01202,Levetiracetam,DB00427,Triprolidine
DB01203,Nadolol,DB00414,Acetohexamide
DB01203,Nadolol,DB01223,Aminophylline
DB01203,Nadolol,DB00672,Chlorpropamide
DB01203,Nadolol,DB00575,Clonidine
DB01203,Nadolol,DB00320,Dihydroergotamine
DB01203,Nadolol,DB00280,Disopyramide
DB01203,Nadolol,DB00651,Dyphylline
DB01203,Nadolol,DB00668,Epinephrine
DB01203,Nadolol,DB01253,Ergonovine
DB01203,Nadolol,DB00696,Ergotamine
DB01203,Nadolol,DB01288,Fenoterol
DB01203,Nadolol,DB00983,Formoterol
DB01203,Nadolol,DB01120,Gliclazide
DB01203,Nadolol,DB01067,Glipizide
DB01203,Nadolol,DB01289,Glisoxepide
DB01203,Nadolol,DB01016,Glyburide
DB01203,Nadolol,DB01382,Glycodiazine
DB01203,Nadolol,DB01050,Ibuprofen
DB01203,Nadolol,DB00328,Indomethacin
DB01203,Nadolol,DB00047,Insulin Glargine
DB01203,Nadolol,DB01064,Isoprenaline
DB01203,Nadolol,DB00281,Lidocaine
DB01203,Nadolol,DB00968,Methyldopa
DB01203,Nadolol,DB00247,Methysergide
DB01203,Nadolol,DB00816,Orciprenaline
DB01203,Nadolol,DB01303,Oxtriphylline
DB01203,Nadolol,DB00236,Pipobroman
DB01203,Nadolol,DB01291,Pirbuterol
DB01203,Nadolol,DB00554,Piroxicam
DB01203,Nadolol,DB00457,Prazosin
DB01203,Nadolol,DB01366,Procaterol
DB01203,Nadolol,DB00912,Repaglinide
DB01203,Nadolol,DB01001,Salbutamol
DB01203,Nadolol,DB00938,Salmeterol
DB01203,Nadolol,DB01162,Terazosin
DB01203,Nadolol,DB00871,Terbutaline
DB01203,Nadolol,DB00277,Theophylline
DB01203,Nadolol,DB00839,Tolazamide
DB01203,Nadolol,DB01124,Tolbutamide
DB01203,Nadolol,DB00374,Treprostinil
DB01203,Nadolol,DB00661,Verapamil
DB01204,Mitoxantrone,DB00072,Trastuzumab
DB01206,Lomustine,DB00289,Atomoxetine
DB01206,Lomustine,DB06769,Bendamustine
DB01206,Lomustine,DB00857,Terbinafine
DB01206,Lomustine,DB00072,Trastuzumab
DB01208,Sparfloxacin,DB01118,Amiodarone
DB01208,Sparfloxacin,DB00321,Amitriptyline
DB01208,Sparfloxacin,DB00543,Amoxapine
DB01208,Sparfloxacin,DB06697,Artemether
DB01208,Sparfloxacin,DB00637,Astemizole
DB01208,Sparfloxacin,DB01244,Bepridil
DB01208,Sparfloxacin,DB00258,Calcium Acetate
DB01208,Sparfloxacin,DB00477,Chlorpromazine
DB01208,Sparfloxacin,DB01242,Clomipramine
DB01208,Sparfloxacin,DB01151,Desipramine
DB01208,Sparfloxacin,DB00280,Disopyramide
DB01208,Sparfloxacin,DB01142,Doxepin
DB01208,Sparfloxacin,DB00199,Erythromycin
DB01208,Sparfloxacin,DB00623,Fluphenazine
DB01208,Sparfloxacin,DB00458,Imipramine
DB01208,Sparfloxacin,DB06708,Lumefantrine
DB01208,Sparfloxacin,DB00933,Mesoridazine
DB01208,Sparfloxacin,DB01403,Methotrimeprazine
DB01208,Sparfloxacin,DB00540,Nortriptyline
DB01208,Sparfloxacin,DB00850,Perphenazine
DB01208,Sparfloxacin,DB00433,Prochlorperazine
DB01208,Sparfloxacin,DB01069,Promethazine
DB01208,Sparfloxacin,DB00908,Quinidine
DB01208,Sparfloxacin,DB00864,Tacrolimus
DB01208,Sparfloxacin,DB00342,Terfenadine
DB01208,Sparfloxacin,DB00679,Thioridazine
DB01208,Sparfloxacin,DB01623,Thiothixene
DB01208,Sparfloxacin,DB00539,Toremifene
DB01208,Sparfloxacin,DB00831,Trifluoperazine
DB01208,Sparfloxacin,DB00726,Trimipramine
DB01208,Sparfloxacin,DB00582,Voriconazole
DB01208,Sparfloxacin,DB02546,Vorinostat
DB01208,Sparfloxacin,DB00246,Ziprasidone
DB01208,Sparfloxacin,DB01624,Zuclopenthixol
DB01208,Sparfloxacin,DB08919,Zuclopenthixol acetate
DB01208,Sparfloxacin,DB08920,Zuclopenthixol decanoate
DB01209,Dezocine,DB06274,Alvimopan
DB01209,Dezocine,DB00427,Triprolidine
DB01210,Levobunolol,DB00374,Treprostinil
DB01211,Clarithromycin,DB05812,Abiraterone
DB01211,Clarithromycin,DB01418,Acenocoumarol
DB01211,Clarithromycin,DB00404,Alprazolam
DB01211,Clarithromycin,DB06274,Alvimopan
DB01211,Clarithromycin,DB01223,Aminophylline
DB01211,Clarithromycin,DB01118,Amiodarone
DB01211,Clarithromycin,DB01125,Anisindione
DB01211,Clarithromycin,DB00673,Aprepitant
DB01211,Clarithromycin,DB06697,Artemether
DB01211,Clarithromycin,DB00637,Astemizole
DB01211,Clarithromycin,DB01072,Atazanavir
DB01211,Clarithromycin,DB01076,Atorvastatin
DB01211,Clarithromycin,DB01158,Bretylium
DB01211,Clarithromycin,DB01558,Bromazepam
DB01211,Clarithromycin,DB00490,Buspirone
DB01211,Clarithromycin,DB06772,Cabazitaxel
DB01211,Clarithromycin,DB00564,Carbamazepine
DB01211,Clarithromycin,DB00439,Cerivastatin
DB01211,Clarithromycin,DB00604,Cisapride
DB01211,Clarithromycin,DB00215,Citalopram
DB01211,Clarithromycin,DB01394,Colchicine
DB01211,Clarithromycin,DB00091,Cyclosporine
DB01211,Clarithromycin,DB08912,Dabrafenib
DB01211,Clarithromycin,DB01219,Dantrolene
DB01211,Clarithromycin,DB00496,Darifenacin
DB01211,Clarithromycin,DB01264,Darunavir
DB01211,Clarithromycin,DB00829,Diazepam
DB01211,Clarithromycin,DB00266,Dicoumarol
DB01211,Clarithromycin,DB00390,Digoxin
DB01211,Clarithromycin,DB00320,Dihydroergotamine
DB01211,Clarithromycin,DB00280,Disopyramide
DB01211,Clarithromycin,DB00204,Dofetilide
DB01211,Clarithromycin,DB04855,Dronedarone
DB01211,Clarithromycin,DB00651,Dyphylline
DB01211,Clarithromycin,DB00625,Efavirenz
DB01211,Clarithromycin,DB00216,Eletriptan
DB01211,Clarithromycin,DB00700,Eplerenone
DB01211,Clarithromycin,DB00696,Ergotamine
DB01211,Clarithromycin,DB00530,Erlotinib
DB01211,Clarithromycin,DB06414,Etravirine
DB01211,Clarithromycin,DB01590,Everolimus
DB01211,Clarithromycin,DB00472,Fluoxetine
DB01211,Clarithromycin,DB01320,Fosphenytoin
DB01211,Clarithromycin,DB00317,Gefitinib
DB01211,Clarithromycin,DB04946,Iloperidone
DB01211,Clarithromycin,DB00619,Imatinib
DB01211,Clarithromycin,DB00224,Indinavir
DB01211,Clarithromycin,DB01167,Itraconazole
DB01211,Clarithromycin,DB08820,Ivacaftor
DB01211,Clarithromycin,DB00227,Lovastatin
DB01211,Clarithromycin,DB08815,Lurasidone
DB01211,Clarithromycin,DB00959,Methylprednisolone
DB01211,Clarithromycin,DB00247,Methysergide
DB01211,Clarithromycin,DB00683,Midazolam
DB01211,Clarithromycin,DB01303,Oxtriphylline
DB01211,Clarithromycin,DB06589,Pazopanib
DB01211,Clarithromycin,DB00252,Phenytoin
DB01211,Clarithromycin,DB01100,Pimozide
DB01211,Clarithromycin,DB08901,Ponatinib 
DB01211,Clarithromycin,DB01224,Quetiapine
DB01211,Clarithromycin,DB00908,Quinidine
DB01211,Clarithromycin,DB01346,Quinidine barbiturate
DB01211,Clarithromycin,DB01369,Quinupristin
DB01211,Clarithromycin,DB00243,Ranolazine
DB01211,Clarithromycin,DB08896,Regorafenib
DB01211,Clarithromycin,DB00912,Repaglinide
DB01211,Clarithromycin,DB00615,Rifabutin
DB01211,Clarithromycin,DB01045,Rifampicin
DB01211,Clarithromycin,DB06335,Saxagliptin
DB01211,Clarithromycin,DB01104,Sertraline
DB01211,Clarithromycin,DB00203,Sildenafil
DB01211,Clarithromycin,DB00641,Simvastatin
DB01211,Clarithromycin,DB00877,Sirolimus
DB01211,Clarithromycin,DB01591,Solifenacin
DB01211,Clarithromycin,DB00489,Sotalol
DB01211,Clarithromycin,DB01268,Sunitinib
DB01211,Clarithromycin,DB00864,Tacrolimus
DB01211,Clarithromycin,DB00820,Tadalafil
DB01211,Clarithromycin,DB00675,Tamoxifen
DB01211,Clarithromycin,DB00706,Tamsulosin
DB01211,Clarithromycin,DB00976,Telithromycin
DB01211,Clarithromycin,DB06287,Temsirolimus
DB01211,Clarithromycin,DB00444,Teniposide
DB01211,Clarithromycin,DB00342,Terfenadine
DB01211,Clarithromycin,DB00277,Theophylline
DB01211,Clarithromycin,DB01623,Thiothixene
DB01211,Clarithromycin,DB00906,Tiagabine
DB01211,Clarithromycin,DB00932,Tipranavir
DB01211,Clarithromycin,DB01036,Tolterodine
DB01211,Clarithromycin,DB06212,Tolvaptan
DB01211,Clarithromycin,DB01030,Topotecan
DB01211,Clarithromycin,DB00539,Toremifene
DB01211,Clarithromycin,DB00193,Tramadol
DB01211,Clarithromycin,DB00656,Trazodone
DB01211,Clarithromycin,DB00897,Triazolam
DB01211,Clarithromycin,DB00726,Trimipramine
DB01211,Clarithromycin,DB00313,Valproic Acid
DB01211,Clarithromycin,DB00862,Vardenafil
DB01211,Clarithromycin,DB08881,Vemurafenib
DB01211,Clarithromycin,DB00285,Venlafaxine
DB01211,Clarithromycin,DB00661,Verapamil
DB01211,Clarithromycin,DB06684,Vilazodone
DB01211,Clarithromycin,DB00570,Vinblastine
DB01211,Clarithromycin,DB00541,Vincristine
DB01211,Clarithromycin,DB00361,Vinorelbine
DB01211,Clarithromycin,DB08828,Vismodegib
DB01211,Clarithromycin,DB00582,Voriconazole
DB01211,Clarithromycin,DB02546,Vorinostat
DB01211,Clarithromycin,DB00682,Warfarin
DB01211,Clarithromycin,DB00495,Zidovudine
DB01211,Clarithromycin,DB00246,Ziprasidone
DB01211,Clarithromycin,DB00425,Zolpidem
DB01211,Clarithromycin,DB00909,Zonisamide
DB01211,Clarithromycin,DB01198,Zopiclone
DB01211,Clarithromycin,DB01624,Zuclopenthixol
DB01211,Clarithromycin,DB08919,Zuclopenthixol acetate
DB01211,Clarithromycin,DB08920,Zuclopenthixol decanoate
DB01212,Ceftriaxone,DB01418,Acenocoumarol
DB01212,Ceftriaxone,DB00479,Amikacin
DB01212,Ceftriaxone,DB01125,Anisindione
DB01212,Ceftriaxone,DB00258,Calcium Acetate
DB01212,Ceftriaxone,DB01164,Calcium Chloride
DB01212,Ceftriaxone,DB00266,Dicoumarol
DB01212,Ceftriaxone,DB00798,Gentamicin
DB01212,Ceftriaxone,DB01172,Kanamycin
DB01212,Ceftriaxone,DB00994,Neomycin
DB01212,Ceftriaxone,DB00955,Netilmicin
DB01212,Ceftriaxone,DB01082,Streptomycin
DB01212,Ceftriaxone,DB00684,Tobramycin
DB01212,Ceftriaxone,DB00682,Warfarin
DB01214,Metipranolol,DB00374,Treprostinil
DB01215,Estazolam,DB00501,Cimetidine
DB01215,Estazolam,DB00363,Clozapine
DB01215,Estazolam,DB00196,Fluconazole
DB01215,Estazolam,DB00224,Indinavir
DB01215,Estazolam,DB01167,Itraconazole
DB01215,Estazolam,DB01322,Kava
DB01215,Estazolam,DB01026,Ketoconazole
DB01215,Estazolam,DB00220,Nelfinavir
DB01215,Estazolam,DB00338,Omeprazole
DB01215,Estazolam,DB00503,Ritonavir
DB01215,Estazolam,DB01232,Saquinavir
DB01215,Estazolam,DB00932,Tipranavir
DB01215,Estazolam,DB00427,Triprolidine
DB01215,Estazolam,DB00582,Voriconazole
DB01218,Halofantrine,DB06697,Artemether
DB01218,Halofantrine,DB01128,Bicalutamide
DB01218,Halofantrine,DB00257,Clotrimazole
DB01218,Halofantrine,DB00872,Conivaptan
DB01218,Halofantrine,DB06708,Lumefantrine
DB01218,Halofantrine,DB00358,Mefloquine
DB01218,Halofantrine,DB00933,Mesoridazine
DB01218,Halofantrine,DB01263,Posaconazole
DB01218,Halofantrine,DB01369,Quinupristin
DB01218,Halofantrine,DB00864,Tacrolimus
DB01218,Halofantrine,DB00976,Telithromycin
DB01218,Halofantrine,DB00679,Thioridazine
DB01218,Halofantrine,DB01623,Thiothixene
DB01218,Halofantrine,DB00539,Toremifene
DB01218,Halofantrine,DB00726,Trimipramine
DB01218,Halofantrine,DB00661,Verapamil
DB01218,Halofantrine,DB00582,Voriconazole
DB01218,Halofantrine,DB02546,Vorinostat
DB01218,Halofantrine,DB00246,Ziprasidone
DB01218,Halofantrine,DB01624,Zuclopenthixol
DB01218,Halofantrine,DB08919,Zuclopenthixol acetate
DB01218,Halofantrine,DB08920,Zuclopenthixol decanoate
DB01219,Dantrolene,DB01072,Atazanavir
DB01219,Dantrolene,DB01211,Clarithromycin
DB01219,Dantrolene,DB00872,Conivaptan
DB01219,Dantrolene,DB01264,Darunavir
DB01219,Dantrolene,DB00705,Delavirdine
DB01219,Dantrolene,DB01319,Fosamprenavir
DB01219,Dantrolene,DB00619,Imatinib
DB01219,Dantrolene,DB00224,Indinavir
DB01219,Dantrolene,DB00951,Isoniazid
DB01219,Dantrolene,DB01167,Itraconazole
DB01219,Dantrolene,DB01026,Ketoconazole
DB01219,Dantrolene,DB01601,Lopinavir
DB01219,Dantrolene,DB01403,Methotrimeprazine
DB01219,Dantrolene,DB01149,Nefazodone
DB01219,Dantrolene,DB00220,Nelfinavir
DB01219,Dantrolene,DB00622,Nicardipine
DB01219,Dantrolene,DB01263,Posaconazole
DB01219,Dantrolene,DB00908,Quinidine
DB01219,Dantrolene,DB00503,Ritonavir
DB01219,Dantrolene,DB01232,Saquinavir
DB01219,Dantrolene,DB00976,Telithromycin
DB01219,Dantrolene,DB00427,Triprolidine
DB01219,Dantrolene,DB00582,Voriconazole
DB01221,Ketamine,DB01043,Memantine
DB01221,Ketamine,DB00976,Telithromycin
DB01221,Ketamine,DB04572,Thiotepa
DB01221,Ketamine,DB01124,Tolbutamide
DB01221,Ketamine,DB00582,Voriconazole
DB01222,Budesonide,DB01128,Bicalutamide
DB01222,Budesonide,DB00257,Clotrimazole
DB01222,Budesonide,DB00872,Conivaptan
DB01222,Budesonide,DB01167,Itraconazole
DB01222,Budesonide,DB01026,Ketoconazole
DB01222,Budesonide,DB00976,Telithromycin
DB01222,Budesonide,DB00932,Tipranavir
DB01222,Budesonide,DB00582,Voriconazole
DB01223,Aminophylline,DB00787,Aciclovir
DB01223,Aminophylline,DB00640,Adenosine
DB01223,Aminophylline,DB01351,Amobarbital
DB01223,Aminophylline,DB01352,Aprobarbital
DB01223,Aminophylline,DB00732,Atracurium
DB01223,Aminophylline,DB01558,Bromazepam
DB01223,Aminophylline,DB00237,Butabarbital
DB01223,Aminophylline,DB00241,Butalbital
DB01223,Aminophylline,DB01353,Butethal
DB01223,Aminophylline,DB00564,Carbamazepine
DB01223,Aminophylline,DB00521,Carteolol
DB01223,Aminophylline,DB00501,Cimetidine
DB01223,Aminophylline,DB00537,Ciprofloxacin
DB01223,Aminophylline,DB01211,Clarithromycin
DB01223,Aminophylline,DB01341,Dihydroquinidine barbiturate
DB01223,Aminophylline,DB00822,Disulfiram
DB01223,Aminophylline,DB01135,Doxacurium chloride
DB01223,Aminophylline,DB00467,Enoxacin
DB01223,Aminophylline,DB00199,Erythromycin
DB01223,Aminophylline,DB00977,Ethinyl Estradiol
DB01223,Aminophylline,DB00754,Ethotoin
DB01223,Aminophylline,DB00176,Fluvoxamine
DB01223,Aminophylline,DB01320,Fosphenytoin
DB01223,Aminophylline,DB00365,Grepafloxacin
DB01223,Aminophylline,DB01159,Halothane
DB01223,Aminophylline,DB01354,Heptabarbital
DB01223,Aminophylline,DB01355,Hexobarbital
DB01223,Aminophylline,DB00034,Interferon Alfa-2a, Recombinant
DB01223,Aminophylline,DB00105,Interferon Alfa-2b, Recombinant
DB01223,Aminophylline,DB00011,Interferon alfa-n1
DB01223,Aminophylline,DB00951,Isoniazid
DB01223,Aminophylline,DB01321,Josamycin
DB01223,Aminophylline,DB01356,Lithium
