drug pair    NDFRT    DrugBank
http://bio2rdf.org/drugbank:DB00514-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033572', u'DEXTROMETHORPHAN/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00490    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033905', u'BUSPIRONE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00865-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033849', u'BENZPHETAMINE/PHENELZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00738-http://bio2rdf.org/drugbank:DB00246    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034623', u'PENTAMIDINE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01211    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034301', u'CLARITHROMYCIN/SIMVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00492-http://bio2rdf.org/drugbank:DB00421    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033011', u'FOSINOPRIL/SPIRONOLACTONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00697-http://bio2rdf.org/drugbank:DB01059    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176678', u'NORFLOXACIN/TIZANIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00313-http://bio2rdf.org/drugbank:DB00555    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034767', u'LAMOTRIGINE/VALPROIC ACID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00829    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176874', u'DIAZEPAM/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00908    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033098', u'AMIODARONE/QUINIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01364-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032816', u'EPHEDRINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00178-http://bio2rdf.org/drugbank:DB00421    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033010', u'RAMIPRIL/SPIRONOLACTONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033380', u'DESIPRAMINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00672    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034846', u'CHLORPROPAMIDE/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00246    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034630', u'KETOCONAZOLE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00479    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032756', u'AMIKACIN/FUROSEMIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00489-http://bio2rdf.org/drugbank:DB01137    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182402', u'LEVOFLOXACIN/SOTALOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00697-http://bio2rdf.org/drugbank:DB00717    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181936', u'NORETHINDRONE/TIZANIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB00196    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176478', u'FLUCONAZOLE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00465-http://bio2rdf.org/drugbank:DB01032    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033442', u'KETOROLAC TROMETHAMINE/PROBENECID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00780-http://bio2rdf.org/drugbank:DB00656    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182279', u'PHENELZINE/TRAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01068-http://bio2rdf.org/drugbank:DB00363    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033247', u'CLONAZEPAM/CLOZAPINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00951    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032806', u'ISONIAZID/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00620    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034197', u'RIFAMPIN/TRIAMCINOLONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB01137    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034918', u'AMIODARONE/LEVOFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01359-http://bio2rdf.org/drugbank:DB00554    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032651', u'PENBUTOLOL/PIROXICAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00820-http://bio2rdf.org/drugbank:DB00727    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035210', u'NITROGLYCERIN/TADALAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB01029    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176594', u'IRBESARTAN/SPIRONOLACTONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00918-http://bio2rdf.org/drugbank:DB01104    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176306', u'ALMOTRIPTAN/SERTRALINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB00104    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182663', u'OCTREOTIDE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00865-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033850', u'BENZPHETAMINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00458-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033389', u'IMIPRAMINE/PHENELZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00475-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033515', u'CHLORDIAZEPOXIDE/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00897    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034122', u'CLARITHROMYCIN/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00927-http://bio2rdf.org/drugbank:DB00467    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033114', u'ENOXACIN/FAMOTIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB01197    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032848', u'CAPTOPRIL/TRIAMTERENE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00678-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176573', u'AMILORIDE/LOSARTAN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB04855-http://bio2rdf.org/drugbank:DB00976    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180971', u'DRONEDARONE/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB01104    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180874', u'RASAGILINE/SERTRALINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB01394    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035414', u'CLARITHROMYCIN/COLCHICINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB05521-http://bio2rdf.org/drugbank:DB00683    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182851', u'MIDAZOLAM/TELAPREVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00178-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033015', u'AMILORIDE/RAMIPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00752-http://bio2rdf.org/drugbank:DB00656    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182275', u'TRANYLCYPROMINE/TRAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033718', u'ANISINDIONE/PAROXETINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB06772    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181744', u'CABAZITAXEL/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00554-http://bio2rdf.org/drugbank:DB00373    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032653', u'PIROXICAM/TIMOLOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB00476    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176832', u'DULOXETINE/RASAGILINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00321-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033365', u'AMITRIPTYLINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00637-http://bio2rdf.org/drugbank:DB01211    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033082', u'ASTEMIZOLE/CLARITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB01100    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034206', u'PIMOZIDE/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB06287    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179926', u'TEMSIROLIMUS/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00655-http://bio2rdf.org/drugbank:DB01174    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033928', u'ESTRONE/PHENOBARBITAL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB06772    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181741', u'CABAZITAXEL/PHENOBARBITAL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01238-http://bio2rdf.org/drugbank:DB00908    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034936', u'ARIPIPRAZOLE/QUINIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01593-http://bio2rdf.org/drugbank:DB00537    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034952', u'CIPROFLOXACIN/ZINC [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB01035    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176485', u'AMIODARONE/PROCAINAMIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00343    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035171', u'CARBAMAZEPINE/DILTIAZEM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00519-http://bio2rdf.org/drugbank:DB00421    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033452', u'SPIRONOLACTONE/TRANDOLAPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00669-http://bio2rdf.org/drugbank:DB01149    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034366', u'NEFAZODONE/SUMATRIPTAN SUCCINATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00668-http://bio2rdf.org/drugbank:DB00601    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000177971', u'EPINEPHRINE/LINEZOLID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00519-http://bio2rdf.org/drugbank:DB00384    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033453', u'TRANDOLAPRIL/TRIAMTERENE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01098    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034904', u'CYCLOSPORINE/ROSUVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00277    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032880', u'PHENYTOIN/THEOPHYLLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00544    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180342', u'FLUOROURACIL/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00373-http://bio2rdf.org/drugbank:DB00414    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032868', u'ACETOHEXAMIDE/TIMOLOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00993-http://bio2rdf.org/drugbank:DB00244    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176734', u'AZATHIOPRINE/MESALAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176572', u'AMILORIDE/IRBESARTAN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00912-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034704', u'ERYTHROMYCIN/REPAGLINIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01098-http://bio2rdf.org/drugbank:DB00932    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180514', u'ROSUVASTATIN/TIPRANAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB00656    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182281', u'RASAGILINE/TRAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00881-http://bio2rdf.org/drugbank:DB01345    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176605', u'POTASSIUM/QUINAPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00877-http://bio2rdf.org/drugbank:DB00252    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179915', u'PHENYTOIN/SIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00530    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035434', u'ERLOTINIB/SAQUINAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00570    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034163', u'KETOCONAZOLE/VINBLASTINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00820    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180501', u'SAQUINAVIR/TADALAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033999', u'LOVASTATIN/VERAPAMIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00584-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033019', u'AMILORIDE/ENALAPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB00468    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181849', u'QUININE/TAMOXIFEN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01579-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033633', u'ISOCARBOXAZID/PHENDIMETRAZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00519-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033450', u'AMILORIDE/TRANDOLAPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00812-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032956', u'ANISINDIONE/PHENYLBUTAZONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01591    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035455', u'KETOCONAZOLE/SOLIFENACIN SUCCINATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01039-http://bio2rdf.org/drugbank:DB00175    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034388', u'FENOFIBRATE/PRAVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB01169    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035410', u'ARSENIC TRIOXIDE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00277-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032748', u'ERYTHROMYCIN/THEOPHYLLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00701-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180493', u'AMPRENAVIR/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00749-http://bio2rdf.org/drugbank:DB00266    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032977', u'DICUMAROL/ETODOLAC [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01601    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176818', u'LOPINAVIR/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00448-http://bio2rdf.org/drugbank:DB01072    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180517', u'ATAZANAVIR/LANSOPRAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00496    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035489', u'DARIFENACIN/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01357    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035364', u'MESTRANOL/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01607-http://bio2rdf.org/drugbank:DB00684    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032772', u'TICARCILLIN/TOBRAMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00678    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176841', u'LOSARTAN/SPIRONOLACTONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB04855    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180965', u'CLARITHROMYCIN/DRONEDARONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01338-http://bio2rdf.org/drugbank:DB00479    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034013', u'AMIKACIN/PIPECURONIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB01232    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181390', u'SAQUINAVIR/TAMOXIFEN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB06772-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181737', u'CABAZITAXEL/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00344-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033400', u'PROTRIPTYLINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB00864    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176431', u'FOSAMPRENAVIR/TACROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00607    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035306', u'ETHINYL ESTRADIOL/NAFCILLIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00344-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033920', u'PROTRIPTYLINE/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01125-http://bio2rdf.org/drugbank:DB00550    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033662', u'ANISINDIONE/PROPYLTHIOURACIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB04855-http://bio2rdf.org/drugbank:DB01149    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180969', u'DRONEDARONE/NEFAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00897    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180528', u'TIPRANAVIR/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00976    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176670', u'SUNITINIB/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00877-http://bio2rdf.org/drugbank:DB01211    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179867', u'CLARITHROMYCIN/SIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00584    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033014', u'ENALAPRIL/SPIRONOLACTONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB06772    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181752', u'CABAZITAXEL/KETOCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00897-http://bio2rdf.org/drugbank:DB01319    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035015', u'FOSAMPRENAVIR/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00254-http://bio2rdf.org/drugbank:DB00252    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033357', u'DOXYCYCLINE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB01394    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176273', u'COLCHICINE/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00900    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035426', u'DIDANOSINE/TIPRANAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00973-http://bio2rdf.org/drugbank:DB00091    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176631', u'CYCLOSPORINE/EZETIMIBE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00277    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033443', u'CLARITHROMYCIN/THEOPHYLLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01149-http://bio2rdf.org/drugbank:DB00216    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176519', u'ELETRIPTAN/NEFAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00414-http://bio2rdf.org/drugbank:DB00489    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033038', u'ACETOHEXAMIDE/SOTALOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB00783    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033926', u'ESTRADIOL/PHENOBARBITAL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01200-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033330', u'BROMOCRIPTINE/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01576-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032917', u'DEXTROAMPHETAMINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
