Drug_Interaction_ID	Drug_1_Name	Drug_1_RxCUI	Drug_2_Name	Drug_2_RxCUI	Description	Severity	Comment
1435	FLUOXETINE	4493	IMIPRAMINE	5691	Accrued risk of convulsions	Take into account	
1435	FLUPHENAZINE	4496	IMIPRAMINE	5691	Accrued risk of convulsions	Take into account	
1435	FLUVOXAMINE	42355	IMIPRAMINE	5691	Accrued risk of convulsions	Take into account	
1435	HALOPERIDOL 	5093	IMIPRAMINE	5691	Accrued risk of convulsions	Take into account	
1435	MAPROTILINE	6646	IMIPRAMINE	5691	Accrued risk of convulsions	Take into account	
1435	PAROXETINE	32937	IMIPRAMINE	5691	Accrued risk of convulsions	Take into account	
1435	SERTRALINE	36437	IMIPRAMINE	5691	Accrued risk of convulsions	Take into account	
1435	TRIMIPRAMINE	10834	IMIPRAMINE	5691	Accrued risk of convulsions	Take into account	
1435	AMITRIPTYLINE	704	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	AMOXAPINE	722	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	CHLORPROMAZINE 	2403	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	CITALOPRAM	2556	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	CLOMIPRAMINE	2597	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	DOXEPIN	3638	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	ESCITALOPRAM	321988	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	FLUOXETINE	4493	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	FLUPHENAZINE	4496	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	FLUVOXAMINE	42355	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	HALOPERIDOL 	5093	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	IMIPRAMINE	5691	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	PAROXETINE	32937	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	SERTRALINE	36437	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1435	TRIMIPRAMINE	10834	MAPROTILINE	6646	Accrued risk of convulsions	Take into account	
1436	AMITRIPTYLINE	704	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	AMOXAPINE	722	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CHLORPROMAZINE 	2403	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOMIPRAMINE	2597	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOZAPINE 	2626	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	DOXEPIN	3638	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	FLUPHENAZINE	4496	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	LOXAPINE	6475	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	MAPROTILINE	6646	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	QUETIAPINE	51272	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	TRIMIPRAMINE	10834	IMIPRAMINE	5691	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	AMITRIPTYLINE	704	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	AMOXAPINE	722	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CHLORPROMAZINE 	2403	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOMIPRAMINE	2597	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOZAPINE 	2626	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	DOXEPIN	3638	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	FLUPHENAZINE	4496	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	IMIPRAMINE	5691	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	MAPROTILINE	6646	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	QUETIAPINE	51272	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	TRIMIPRAMINE	10834	LOXAPINE	6475	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	AMITRIPTYLINE	704	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	AMOXAPINE	722	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CHLORPROMAZINE 	2403	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOMIPRAMINE	2597	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOZAPINE 	2626	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	DOXEPIN	3638	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	FLUPHENAZINE	4496	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	IMIPRAMINE	5691	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	LOXAPINE	6475	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	QUETIAPINE	51272	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	TRIMIPRAMINE	10834	MAPROTILINE	6646	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1447	AMITRIPTYLINE	704	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MIRTAZAPINE	15996	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	HALOPERIDOL	5093	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	AMITRIPTYLINE	704	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MIRTAZAPINE	15996	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	LOXAPINE	6475	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	AMITRIPTYLINE	704	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1640	CHLORPROMAZINE 	2403	HALOPERIDOL	5093	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	-with citalopram, domperidone, escitalopram, hydroxyzine and piperaquine
1640	FLUPHENAZINE	4496	HALOPERIDOL	5093	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	-with citalopram, domperidone, escitalopram, hydroxyzine and piperaquine
2208	CHLORPROMAZINE 	2403	HALOPERIDOL	5093	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	--with citalopram, dromperidone, escitalopram, hydroxyzine, piperaquine
2208	CITALOPRAM	2556	HALOPERIDOL	5093	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	--with citalopram, dromperidone, escitalopram, hydroxyzine, piperaquine
2208	ESCITALOPRAM	321988	HALOPERIDOL	5093	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	--with citalopram, dromperidone, escitalopram, hydroxyzine, piperaquine
2208	FLUPHENAZINE	4496	HALOPERIDOL	5093	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	--with citalopram, dromperidone, escitalopram, hydroxyzine, piperaquine
2419	APIXABAN	1364430	IMIPRAMINE	5691	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2419	RIVAROXABAN	1114195	IMIPRAMINE	5691	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2419	WARFARIN	11289	IMIPRAMINE	5691	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2441	CITALOPRAM	2556	HALOPERIDOL	5093	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	--for dolasetron, erythromycin, spiramycin, and vincamine, only the forms administered by IV route are affected by this interaction.
2441	ESCITALOPRAM	321988	HALOPERIDOL	5093	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	--for dolasetron, erythromycin, spiramycin, and vincamine, only the forms administered by IV route are affected by this interaction.
880	CITALOPRAM	2556	PAROXETINE	32937	Increase of the risk of hyponatremia	Take into account	
880	ESCITALOPRAM	321988	PAROXETINE	32937	Increase of the risk of hyponatremia	Take into account	
880	FLUOXETINE	4493	PAROXETINE	32937	Increase of the risk of hyponatremia	Take into account	
880	FLUVOXAMINE	42355	PAROXETINE	32937	Increase of the risk of hyponatremia	Take into account	
880	SERTRALINE	36437	PAROXETINE	32937	Increase of the risk of hyponatremia	Take into account	
1184	CITALOPRAM	2556	MAPROTILINE	6646	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	ESCITALOPRAM	321988	MAPROTILINE	6646	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	FLUOXETINE	4493	MAPROTILINE	6646	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	FLUVOXAMINE	42355	MAPROTILINE	6646	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	PAROXETINE	32937	MAPROTILINE	6646	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	SERTRALINE	36437	MAPROTILINE	6646	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	VORTIOXETINE	1455099	MAPROTILINE	6646	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1435	AMITRIPTYLINE	704	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	AMOXAPINE	722	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	CHLORPROMAZINE 	2403	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	CITALOPRAM	2556	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	CLOMIPRAMINE	2597	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	DOXEPIN	3638	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	ESCITALOPRAM	321988	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	FLUOXETINE	4493	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	FLUPHENAZINE	4496	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	FLUVOXAMINE	42355	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	HALOPERIDOL 	5093	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	IMIPRAMINE	5691	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	MAPROTILINE	6646	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	SERTRALINE	36437	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1435	TRIMIPRAMINE	10834	PAROXETINE	32937	Accrued risk of convulsions	Take into account	
1436	AMITRIPTYLINE	704	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	AMOXAPINE	722	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CHLORPROMAZINE 	2403	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOMIPRAMINE	2597	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOZAPINE 	2626	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	DOXEPIN	3638	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	FLUPHENAZINE	4496	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	IMIPRAMINE	5691	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	LOXAPINE	6475	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	MAPROTILINE	6646	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	TRIMIPRAMINE	10834	QUETIAPINE	51272	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1447	MIRTAZAPINE	15996	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	MAPROTILINE	6646	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	AMITRIPTYLINE	704	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	MIRTAZAPINE	15996	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	AMITRIPTYLINE	704	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MIRTAZAPINE	15996	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	OLANZAPINE 	61381	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	AMITRIPTYLINE	704	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
